,driver_gender,driver_race,is_arrested,search_conducted,stop_outcome,age_group
6926,female,asian/pacific islander,False,False,warning,51-100
6927,male,hispanic,False,False,warning,10-30
6928,male,white,False,False,warning,51-100
6929,male,hispanic,False,False,warning,10-30
6930,male,asian/pacific islander,False,False,citation,10-30
6931,male,white,False,False,warning,10-30
6932,male,black,False,False,warning,10-30
6933,male,hispanic,False,False,warning,31-50
6934,male,other,False,False,warning,10-30
6935,male,hispanic,False,False,warning,10-30
6936,female,white,False,False,warning,10-30
6937,male,hispanic,False,False,warning,31-50
6938,male,hispanic,False,False,warning,31-50
6939,female,hispanic,False,False,citation,10-30
6940,female,hispanic,False,False,warning,10-30
6941,male,hispanic,False,True,warning,10-30
6942,male,white,False,True,citation,10-30
6943,male,hispanic,False,True,warning,10-30
6944,male,black,False,False,warning,10-30
6945,female,white,False,False,warning,31-50
6946,male,hispanic,False,False,citation,10-30
6947,male,white,False,False,warning,10-30
6948,male,black,False,False,warning,51-100
6949,female,hispanic,False,False,warning,10-30
6950,male,hispanic,False,False,warning,10-30
6951,male,hispanic,False,False,warning,10-30
6952,male,hispanic,False,False,warning,31-50
6953,male,hispanic,False,True,citation,10-30
6954,male,black,False,False,warning,10-30
6955,male,black,False,True,warning,10-30
6956,male,black,False,False,warning,10-30
6957,male,hispanic,False,True,warning,10-30
6958,male,white,False,False,warning,31-50
6959,male,hispanic,False,False,warning,10-30
6960,male,white,False,False,warning,31-50
6961,male,hispanic,False,False,citation,10-30
6962,male,white,False,True,citation,31-50
6963,female,hispanic,False,False,warning,10-30
6964,female,black,False,False,warning,31-50
6965,male,white,False,False,citation,51-100
6966,female,white,False,False,warning,10-30
6967,male,asian/pacific islander,False,False,warning,10-30
6968,male,hispanic,False,False,warning,31-50
6969,female,asian/pacific islander,False,False,warning,10-30
6970,male,black,False,True,citation,10-30
6971,male,asian/pacific islander,False,False,warning,10-30
6972,male,hispanic,False,False,warning,10-30
6973,female,white,False,False,citation,31-50
6974,female,hispanic,False,False,warning,10-30
6975,male,hispanic,False,True,citation,10-30
6976,male,hispanic,False,False,citation,10-30
6977,male,black,False,False,warning,31-50
6978,male,hispanic,False,True,citation,51-100
6979,male,hispanic,False,True,warning,10-30
6980,female,hispanic,False,True,warning,10-30
6981,male,hispanic,False,True,citation,10-30
6982,male,white,False,False,warning,51-100
6983,male,black,False,True,warning,10-30
6984,male,black,True,True,arrest,10-30
6985,male,black,False,False,warning,51-100
6986,male,hispanic,False,True,citation,31-50
6987,female,asian/pacific islander,False,False,citation,51-100
6988,male,black,False,True,warning,10-30
6989,male,white,False,False,warning,31-50
6990,female,hispanic,False,True,citation,31-50
6991,male,white,False,False,warning,10-30
6992,female,hispanic,False,False,citation,31-50
6993,male,hispanic,False,False,citation,10-30
6994,male,white,False,False,citation,31-50
6995,male,other,False,False,citation,31-50
6996,female,hispanic,False,False,citation,31-50
6997,male,hispanic,False,True,warning,31-50
6998,male,black,False,False,warning,31-50
6999,female,hispanic,False,False,warning,51-100
7000,female,white,False,False,warning,31-50
7001,female,hispanic,False,False,warning,10-30
7002,female,white,False,False,warning,31-50
7003,female,other,False,False,warning,51-100
7004,male,asian/pacific islander,False,False,warning,31-50
7005,male,white,False,False,warning,31-50
7006,male,asian/pacific islander,False,True,citation,10-30
7007,male,white,False,False,warning,10-30
7008,male,white,False,True,citation,10-30
7009,male,white,False,False,warning,51-100
7010,male,black,False,False,citation,31-50
7011,male,black,False,False,warning,10-30
7012,male,hispanic,True,True,arrest,10-30
7013,male,other,False,False,warning,10-30
7014,male,black,False,False,warning,10-30
7015,male,white,False,False,warning,51-100
7016,female,black,False,False,warning,51-100
7017,male,hispanic,False,False,citation,10-30
7018,male,hispanic,False,True,warning,10-30
7019,male,black,False,True,warning,31-50
7020,male,hispanic,False,True,warning,10-30
7021,male,black,False,True,warning,31-50
7022,male,other,False,False,warning,10-30
7023,female,black,False,False,warning,51-100
7024,male,hispanic,False,True,warning,31-50
7025,female,asian/pacific islander,False,False,warning,31-50
7026,male,black,False,False,citation,31-50
7027,male,other,False,False,citation,10-30
7028,male,hispanic,False,False,warning,10-30
7029,male,hispanic,False,False,citation,31-50
7030,female,hispanic,False,False,warning,31-50
7031,female,white,False,False,warning,10-30
7032,male,hispanic,False,False,warning,51-100
7033,female,black,False,False,citation,31-50
7034,male,hispanic,False,True,citation,10-30
7035,male,hispanic,False,True,citation,31-50
7036,male,hispanic,False,False,citation,10-30
7037,male,hispanic,False,True,warning,10-30
7038,male,asian/pacific islander,False,False,citation,10-30
7039,female,hispanic,False,False,citation,10-30
7040,male,white,False,False,warning,10-30
7041,male,white,False,False,warning,10-30
7042,male,asian/pacific islander,False,False,warning,10-30
7043,female,white,False,False,warning,10-30
7044,male,white,False,False,warning,51-100
7045,male,hispanic,False,False,citation,10-30
7046,male,hispanic,True,True,arrest,10-30
7047,female,white,False,False,citation,10-30
7048,male,hispanic,False,False,citation,10-30
7049,female,white,False,False,citation,10-30
7050,female,hispanic,False,False,warning,31-50
7051,male,hispanic,False,False,warning,31-50
7052,male,hispanic,False,False,warning,10-30
7053,male,hispanic,True,True,arrest,10-30
7054,male,black,False,False,warning,10-30
7055,female,hispanic,False,False,citation,51-100
7056,male,white,False,False,warning,10-30
7057,male,hispanic,False,True,warning,10-30
7058,male,black,False,True,warning,31-50
7059,male,black,True,True,arrest,10-30
7060,male,hispanic,False,False,warning,31-50
7061,female,hispanic,False,False,warning,10-30
7062,female,hispanic,False,False,warning,10-30
7063,male,hispanic,True,False,arrest,10-30
7064,male,asian/pacific islander,False,False,citation,10-30
7065,female,white,False,False,warning,31-50
7066,female,hispanic,False,False,citation,10-30
7067,male,hispanic,False,False,citation,10-30
7068,male,other,False,False,citation,10-30
7069,female,black,False,False,warning,31-50
7070,male,hispanic,False,False,citation,10-30
7071,male,white,False,False,citation,10-30
7072,male,hispanic,False,False,warning,51-100
7073,female,black,False,True,warning,10-30
7074,female,white,False,True,citation,10-30
7075,male,hispanic,False,False,warning,31-50
7076,male,white,False,False,warning,31-50
7077,male,black,False,True,warning,10-30
7078,male,hispanic,False,True,warning,10-30
7079,male,white,False,False,warning,10-30
7080,female,black,False,False,citation,31-50
7081,male,black,False,True,warning,31-50
7082,male,black,False,False,warning,31-50
7083,male,hispanic,False,False,warning,10-30
7084,female,black,False,False,warning,10-30
7085,female,black,False,True,warning,10-30
7086,male,white,False,False,warning,31-50
7087,male,hispanic,False,False,warning,31-50
7088,male,hispanic,False,True,warning,31-50
7089,female,hispanic,False,False,citation,10-30
7090,male,hispanic,False,False,warning,10-30
7091,male,hispanic,False,True,warning,10-30
7092,female,white,False,False,warning,10-30
7093,male,hispanic,False,False,citation,10-30
7094,male,hispanic,False,False,warning,10-30
7095,male,hispanic,False,True,citation,10-30
7096,male,black,False,False,warning,51-100
7097,male,white,False,True,citation,10-30
7098,male,asian/pacific islander,False,True,warning,10-30
7099,male,hispanic,False,False,warning,10-30
7100,male,hispanic,False,True,warning,31-50
7101,male,hispanic,False,True,warning,10-30
7102,male,hispanic,False,False,warning,10-30
7103,male,black,False,True,citation,10-30
7104,male,hispanic,False,True,warning,10-30
7105,male,hispanic,False,False,warning,10-30
7106,female,white,False,False,warning,10-30
7107,male,asian/pacific islander,False,True,warning,10-30
7108,male,black,False,False,warning,31-50
7109,male,hispanic,False,True,warning,10-30
7110,male,hispanic,False,False,citation,10-30
7111,male,other,False,False,citation,10-30
7112,male,black,False,False,warning,31-50
7113,male,black,False,True,warning,10-30
7114,male,white,False,True,warning,10-30
7115,male,black,False,True,warning,10-30
7116,male,white,False,False,warning,51-100
7117,male,hispanic,False,False,warning,10-30
7118,male,hispanic,False,True,warning,10-30
7119,male,hispanic,False,True,warning,10-30
7120,male,white,False,False,warning,10-30
7121,male,black,False,False,warning,10-30
7122,male,black,False,False,warning,31-50
7123,male,hispanic,False,True,warning,10-30
7124,male,asian/pacific islander,False,False,warning,10-30
7125,male,hispanic,False,True,warning,10-30
7126,male,black,False,False,warning,31-50
7127,male,black,False,True,warning,10-30
7128,male,black,False,True,warning,31-50
7129,male,hispanic,False,False,warning,10-30
7130,male,black,False,False,warning,31-50
7131,female,hispanic,False,False,warning,31-50
7132,male,hispanic,False,False,warning,10-30
7133,male,hispanic,False,False,warning,10-30
7134,male,black,False,False,citation,31-50
7135,female,hispanic,False,False,citation,10-30
7136,male,black,False,False,citation,31-50
7137,male,hispanic,False,True,warning,51-100
7138,male,hispanic,False,False,warning,10-30
7139,male,white,False,False,warning,31-50
7140,female,hispanic,False,False,citation,10-30
7141,male,hispanic,False,False,warning,10-30
7142,male,hispanic,False,False,warning,31-50
7143,male,hispanic,False,False,warning,31-50
7144,male,hispanic,False,False,citation,10-30
7145,male,asian/pacific islander,False,True,citation,10-30
7146,male,hispanic,False,True,warning,10-30
7147,male,hispanic,False,False,warning,31-50
7148,male,hispanic,False,False,warning,10-30
7149,male,black,False,False,warning,31-50
7150,male,black,False,True,warning,10-30
7151,male,hispanic,False,False,warning,10-30
7152,male,hispanic,False,False,warning,31-50
7153,male,black,False,True,warning,10-30
7154,female,black,False,False,warning,10-30
7155,male,black,False,True,warning,10-30
7156,male,asian/pacific islander,False,False,warning,31-50
7157,male,black,False,False,warning,10-30
7158,male,black,False,True,warning,10-30
7159,male,hispanic,False,False,warning,10-30
7160,male,hispanic,False,True,warning,31-50
7161,male,white,False,False,warning,10-30
7162,male,white,False,False,citation,10-30
7163,male,black,False,False,citation,10-30
7164,female,white,False,False,citation,10-30
7165,male,hispanic,False,True,citation,10-30
7166,female,white,False,False,warning,31-50
7167,male,hispanic,False,False,warning,10-30
7168,female,hispanic,False,False,warning,10-30
7169,male,hispanic,False,False,warning,10-30
7170,male,hispanic,False,False,warning,10-30
7171,male,hispanic,False,False,warning,10-30
7172,male,hispanic,False,False,warning,10-30
7173,male,asian/pacific islander,False,False,warning,31-50
7174,male,white,False,False,warning,51-100
7175,male,other,False,False,warning,10-30
7176,male,hispanic,False,False,warning,10-30
7177,female,black,False,False,warning,31-50
7178,male,hispanic,False,False,warning,10-30
7179,male,black,False,False,warning,10-30
7180,male,hispanic,False,True,warning,10-30
7181,male,black,False,True,warning,10-30
7182,female,black,False,True,warning,31-50
7183,male,hispanic,False,False,warning,10-30
7184,male,hispanic,False,False,warning,10-30
7185,male,hispanic,False,False,citation,31-50
7186,female,black,False,False,citation,10-30
7187,male,black,False,False,citation,51-100
7188,male,hispanic,False,False,citation,10-30
7189,female,white,False,False,citation,31-50
7190,male,white,False,False,citation,31-50
7191,male,asian/pacific islander,False,False,citation,10-30
7192,female,asian/pacific islander,False,False,citation,10-30
7193,male,white,False,False,citation,10-30
7194,male,hispanic,False,True,citation,31-50
7195,male,hispanic,False,False,warning,10-30
7196,male,hispanic,False,False,citation,31-50
7197,male,black,False,False,citation,10-30
7198,male,hispanic,False,False,warning,31-50
7199,female,black,False,False,citation,10-30
7200,female,hispanic,False,False,warning,10-30
7201,male,white,False,False,warning,10-30
7202,male,hispanic,False,False,warning,10-30
7203,male,hispanic,False,False,warning,51-100
7204,male,hispanic,False,True,warning,31-50
7205,male,hispanic,False,False,citation,10-30
7206,male,other,False,True,citation,10-30
7207,male,hispanic,False,False,warning,31-50
7208,female,white,False,False,warning,51-100
7209,male,hispanic,False,False,warning,31-50
7210,female,hispanic,False,False,warning,10-30
7211,male,black,False,False,warning,31-50
7212,male,hispanic,False,False,warning,10-30
7213,male,white,False,False,warning,10-30
7214,male,hispanic,False,False,warning,31-50
7215,male,hispanic,False,False,warning,10-30
7216,male,hispanic,False,False,warning,10-30
7217,male,hispanic,False,True,citation,10-30
7218,female,asian/pacific islander,False,False,citation,10-30
7219,male,black,False,False,citation,51-100
7220,male,hispanic,False,False,warning,51-100
7221,female,hispanic,False,True,warning,31-50
7222,male,asian/pacific islander,False,False,warning,31-50
7223,male,black,False,True,warning,31-50
7224,male,white,False,True,warning,10-30
7225,female,black,False,True,warning,10-30
7226,male,asian/pacific islander,False,False,warning,10-30
7227,male,asian/pacific islander,False,False,warning,10-30
7228,female,asian/pacific islander,False,False,warning,10-30
7229,male,asian/pacific islander,False,True,warning,10-30
7230,male,white,False,False,warning,51-100
7231,male,black,False,True,warning,10-30
7232,male,black,False,True,citation,10-30
7233,male,hispanic,False,False,warning,10-30
7234,male,white,False,False,warning,31-50
7235,female,asian/pacific islander,False,False,warning,10-30
7236,male,black,False,True,warning,10-30
7237,male,hispanic,False,False,warning,10-30
7238,male,hispanic,False,False,warning,10-30
7239,male,asian/pacific islander,False,False,warning,10-30
7240,female,hispanic,False,False,warning,10-30
7241,male,black,False,False,citation,31-50
7242,female,hispanic,False,False,citation,51-100
7243,female,black,False,False,citation,10-30
7244,female,hispanic,False,False,warning,10-30
7245,female,black,False,False,warning,51-100
7246,male,hispanic,False,False,warning,51-100
7247,male,black,False,False,warning,31-50
7248,female,asian/pacific islander,False,False,warning,10-30
7249,male,white,False,False,warning,31-50
7251,male,black,False,True,warning,10-30
7252,female,black,False,False,citation,10-30
7253,male,white,False,False,warning,51-100
7254,female,asian/pacific islander,False,True,citation,31-50
7255,male,black,True,True,arrest,51-100
7256,male,black,False,False,warning,31-50
7257,male,hispanic,False,True,warning,10-30
7258,female,hispanic,False,False,warning,10-30
7259,female,black,False,False,citation,10-30
7260,female,black,False,False,warning,31-50
7261,male,asian/pacific islander,False,True,warning,10-30
7262,male,white,False,True,warning,10-30
7263,male,hispanic,False,True,warning,10-30
7264,male,white,False,False,warning,10-30
7265,male,white,False,False,warning,31-50
7266,male,white,False,False,warning,31-50
7267,female,black,False,False,warning,51-100
7268,male,white,False,False,warning,51-100
7269,female,hispanic,False,False,warning,31-50
7270,male,hispanic,False,False,citation,10-30
7271,male,white,False,False,warning,31-50
7272,male,white,False,False,citation,10-30
7273,female,white,False,False,citation,10-30
7274,male,white,False,False,warning,51-100
7275,male,other,False,False,warning,10-30
7276,female,white,True,False,arrest,51-100
7277,female,other,False,False,citation,10-30
7278,female,hispanic,False,False,citation,31-50
7279,male,white,False,False,warning,31-50
7280,male,black,False,False,warning,10-30
7281,male,white,False,False,citation,10-30
7282,male,hispanic,False,False,warning,51-100
7283,male,hispanic,False,False,citation,10-30
7284,male,hispanic,False,False,warning,31-50
7285,male,hispanic,False,False,citation,31-50
7286,male,black,False,True,citation,31-50
7287,male,other,False,False,warning,51-100
7288,male,black,False,True,warning,10-30
7289,male,hispanic,False,False,warning,10-30
7290,female,black,False,False,warning,10-30
7291,male,black,False,True,warning,31-50
7292,male,hispanic,False,False,warning,31-50
7293,male,white,False,False,warning,10-30
7294,female,white,False,False,warning,31-50
7295,male,black,False,False,warning,10-30
7296,male,black,False,False,warning,10-30
7297,male,other,False,False,citation,10-30
7298,male,hispanic,False,False,citation,31-50
7299,male,hispanic,False,False,citation,10-30
7300,male,asian/pacific islander,False,False,warning,10-30
7301,female,black,False,False,warning,10-30
7302,male,black,False,False,warning,10-30
7303,female,hispanic,False,False,warning,10-30
7304,male,hispanic,False,False,warning,51-100
7305,female,other,False,False,warning,31-50
7306,male,white,False,False,warning,31-50
7307,female,black,False,False,warning,31-50
7308,female,other,False,False,warning,10-30
7309,male,hispanic,False,True,warning,10-30
7310,male,hispanic,False,False,warning,10-30
7311,female,black,False,False,warning,31-50
7312,male,black,False,True,warning,31-50
7313,male,black,False,True,warning,31-50
7314,male,hispanic,False,False,citation,31-50
7315,female,hispanic,False,False,citation,10-30
7316,male,black,False,False,warning,10-30
7317,male,black,False,True,warning,10-30
7318,male,asian/pacific islander,False,True,warning,10-30
7319,male,black,False,True,warning,31-50
7321,male,hispanic,False,False,warning,10-30
7322,female,black,False,True,warning,31-50
7323,male,white,False,False,citation,51-100
7324,male,black,False,False,warning,10-30
7325,male,black,False,True,warning,10-30
7326,male,black,False,True,warning,10-30
7327,male,hispanic,False,False,warning,10-30
7328,male,hispanic,False,False,citation,31-50
7329,male,hispanic,False,False,citation,31-50
7330,female,hispanic,False,False,citation,31-50
7331,male,hispanic,False,False,citation,31-50
7332,female,hispanic,False,False,citation,10-30
7333,female,white,False,False,citation,10-30
7334,male,black,False,False,warning,31-50
7335,male,hispanic,False,False,warning,51-100
7336,female,white,False,False,warning,10-30
7337,male,hispanic,False,False,citation,10-30
7338,male,hispanic,False,False,warning,10-30
7339,male,black,False,True,warning,10-30
7340,female,black,False,True,warning,10-30
7341,male,hispanic,False,True,warning,10-30
7342,male,hispanic,False,False,warning,31-50
7343,male,black,True,True,arrest,10-30
7344,male,hispanic,False,True,warning,10-30
7345,male,black,False,False,warning,10-30
7346,male,hispanic,False,False,warning,31-50
7347,male,hispanic,False,False,citation,10-30
7348,female,hispanic,False,False,citation,51-100
7349,male,hispanic,False,True,citation,10-30
7350,female,hispanic,False,False,citation,31-50
7351,male,hispanic,False,False,citation,31-50
7352,male,hispanic,False,False,citation,31-50
7353,male,hispanic,False,False,citation,10-30
7354,female,white,False,False,citation,31-50
7355,female,white,False,False,warning,51-100
7356,female,hispanic,False,False,citation,10-30
7357,male,white,False,False,warning,51-100
7358,male,white,False,False,warning,51-100
7359,male,white,False,False,citation,10-30
7360,male,hispanic,False,False,citation,10-30
7361,female,hispanic,False,False,citation,10-30
7362,male,white,False,False,citation,10-30
7363,male,hispanic,False,False,warning,31-50
7364,female,asian/pacific islander,False,False,warning,10-30
7365,female,hispanic,False,False,citation,10-30
7366,male,white,False,False,warning,10-30
7367,female,hispanic,False,False,citation,31-50
7368,male,hispanic,False,True,citation,10-30
7369,male,white,False,False,citation,10-30
7370,male,hispanic,False,True,warning,10-30
7371,male,hispanic,False,False,warning,31-50
7372,male,hispanic,False,False,warning,10-30
7373,male,black,False,True,warning,10-30
7374,male,hispanic,True,True,arrest,10-30
7375,female,hispanic,False,False,warning,10-30
7376,female,white,False,False,warning,51-100
7377,male,white,False,False,warning,51-100
7378,female,black,False,False,warning,31-50
7379,male,white,False,False,citation,31-50
7380,female,hispanic,False,False,citation,51-100
7381,female,white,False,False,warning,31-50
7382,female,white,False,False,warning,10-30
7383,male,hispanic,False,False,warning,10-30
7384,female,white,False,False,warning,10-30
7385,male,white,False,False,warning,31-50
7386,male,hispanic,False,True,citation,10-30
7387,male,white,False,False,citation,10-30
7388,male,hispanic,False,False,warning,10-30
7389,male,hispanic,False,False,warning,10-30
7390,male,black,True,True,arrest,51-100
7391,male,hispanic,False,True,warning,10-30
7392,male,hispanic,False,False,warning,31-50
7393,female,black,False,False,warning,31-50
7394,male,black,False,False,warning,10-30
7395,male,white,False,False,citation,10-30
7396,male,hispanic,False,False,citation,10-30
7397,male,black,False,False,citation,31-50
7398,male,white,False,False,citation,10-30
7399,male,hispanic,False,False,warning,31-50
7400,male,black,False,False,warning,31-50
7401,female,hispanic,False,False,warning,31-50
7402,female,white,False,False,citation,10-30
7403,female,asian/pacific islander,False,False,warning,10-30
7404,male,white,False,False,warning,31-50
7405,female,white,False,False,warning,51-100
7406,female,hispanic,False,False,citation,51-100
7407,female,hispanic,False,False,citation,31-50
7408,female,hispanic,False,False,warning,31-50
7409,male,other,False,False,citation,10-30
7410,male,hispanic,False,False,citation,51-100
7411,female,white,False,False,citation,31-50
7412,female,hispanic,False,False,warning,10-30
7413,male,white,False,False,warning,31-50
7414,male,black,False,False,citation,51-100
7415,male,hispanic,False,False,warning,51-100
7416,male,asian/pacific islander,False,True,warning,10-30
7417,male,white,False,False,warning,31-50
7418,male,hispanic,False,False,warning,10-30
7419,male,black,False,False,warning,10-30
7420,male,other,False,False,warning,10-30
7421,female,white,False,False,warning,10-30
7422,male,asian/pacific islander,False,False,warning,10-30
7423,female,white,False,False,warning,10-30
7424,female,other,False,False,citation,10-30
7425,male,black,False,False,warning,10-30
7426,male,black,False,True,citation,10-30
7427,male,white,False,False,citation,10-30
7428,male,white,False,False,warning,31-50
7429,male,hispanic,False,False,warning,10-30
7430,female,hispanic,False,False,warning,10-30
7431,female,black,False,False,warning,31-50
7432,male,other,False,False,citation,51-100
7433,male,hispanic,False,False,citation,31-50
7434,male,white,False,False,citation,10-30
7435,female,black,False,False,citation,31-50
7436,male,hispanic,False,False,citation,10-30
7437,male,hispanic,False,False,citation,31-50
7438,male,other,False,False,citation,10-30
7439,male,other,False,False,citation,31-50
7440,male,hispanic,False,False,warning,31-50
7441,female,black,False,False,warning,10-30
7442,male,hispanic,False,False,warning,10-30
7443,male,hispanic,False,False,warning,31-50
7444,male,hispanic,False,False,warning,51-100
7445,female,hispanic,False,False,warning,31-50
7446,male,hispanic,False,True,warning,10-30
7447,male,hispanic,False,True,citation,10-30
7448,male,hispanic,False,False,citation,10-30
7449,male,black,False,False,warning,31-50
7450,male,white,False,False,warning,10-30
7451,female,hispanic,False,False,warning,31-50
7452,male,hispanic,False,False,warning,10-30
7453,male,hispanic,False,True,citation,10-30
7454,male,hispanic,False,False,citation,10-30
7455,female,hispanic,False,False,citation,10-30
7456,male,asian/pacific islander,False,True,warning,10-30
7457,female,white,False,False,citation,10-30
7458,male,other,False,False,citation,10-30
7460,female,white,False,False,citation,31-50
7461,male,white,False,False,citation,31-50
7462,female,hispanic,False,False,citation,31-50
7463,female,hispanic,False,False,citation,31-50
7464,male,black,False,False,citation,10-30
7465,female,white,False,False,citation,10-30
7466,female,black,False,False,citation,10-30
7467,male,white,False,False,warning,31-50
7468,male,black,False,False,warning,31-50
7469,male,hispanic,False,False,warning,10-30
7470,female,black,False,False,warning,31-50
7471,male,white,False,False,warning,51-100
7472,male,hispanic,False,True,warning,10-30
7473,male,other,False,False,citation,10-30
7474,male,white,False,False,warning,31-50
7475,female,white,False,True,citation,31-50
7476,male,asian/pacific islander,False,False,warning,51-100
7477,male,hispanic,False,False,warning,31-50
7478,male,other,False,False,warning,10-30
7479,female,hispanic,False,False,warning,10-30
7480,male,hispanic,False,True,warning,10-30
7481,male,asian/pacific islander,False,False,warning,51-100
7482,male,black,False,False,citation,31-50
7483,male,hispanic,False,False,warning,31-50
7484,female,white,False,False,citation,10-30
7485,male,hispanic,False,False,citation,10-30
7486,male,black,False,False,warning,31-50
7487,male,black,False,True,citation,10-30
7488,male,hispanic,False,False,warning,10-30
7489,male,white,False,False,warning,31-50
7490,male,hispanic,False,False,warning,31-50
7491,male,black,False,True,warning,10-30
7492,male,hispanic,False,False,warning,10-30
7493,male,hispanic,False,False,warning,10-30
7494,male,black,False,False,warning,31-50
7495,male,black,False,False,citation,10-30
7496,male,other,False,True,warning,10-30
7497,male,black,False,False,warning,31-50
7498,female,black,False,False,citation,31-50
7499,male,black,False,False,citation,10-30
7500,male,hispanic,False,False,citation,31-50
7501,male,black,False,True,citation,31-50
7502,male,hispanic,False,True,citation,10-30
7503,male,hispanic,False,False,citation,31-50
7504,male,hispanic,False,False,warning,10-30
7505,male,hispanic,False,False,citation,10-30
7506,male,hispanic,False,False,citation,10-30
7507,female,white,False,False,citation,51-100
7508,male,hispanic,False,False,citation,31-50
7509,female,asian/pacific islander,False,False,warning,31-50
7510,female,white,False,False,warning,51-100
7511,male,black,False,False,warning,10-30
7512,female,black,False,False,citation,31-50
7513,male,white,False,False,warning,31-50
7514,male,hispanic,False,False,citation,10-30
7515,male,hispanic,False,True,warning,10-30
7516,male,black,False,False,citation,51-100
7518,male,white,False,True,citation,31-50
7519,female,hispanic,False,False,warning,10-30
7521,female,black,False,False,citation,10-30
7522,male,hispanic,False,False,citation,31-50
7523,male,white,False,False,warning,31-50
7524,female,hispanic,False,False,warning,10-30
7525,female,hispanic,False,False,warning,51-100
7526,female,black,False,True,citation,31-50
7527,male,black,False,True,warning,10-30
7528,male,black,False,False,warning,10-30
7529,male,hispanic,False,False,warning,10-30
7530,male,hispanic,False,False,warning,31-50
7531,male,hispanic,False,False,warning,31-50
7532,male,black,False,False,warning,31-50
7533,female,black,False,False,warning,31-50
7534,male,hispanic,False,False,warning,10-30
7535,male,black,False,True,citation,10-30
7536,male,white,False,False,warning,10-30
7537,male,white,False,False,citation,10-30
7538,female,hispanic,False,False,citation,31-50
7539,female,hispanic,False,False,citation,31-50
7540,male,white,False,False,citation,10-30
7541,male,hispanic,False,True,warning,31-50
7542,male,hispanic,False,False,warning,10-30
7543,male,black,False,False,citation,10-30
7544,male,hispanic,False,False,citation,31-50
7545,male,white,False,False,citation,31-50
7546,male,white,False,False,warning,10-30
7547,male,white,False,False,citation,10-30
7548,male,white,False,False,warning,10-30
7549,male,white,False,False,warning,31-50
7550,male,black,False,False,warning,31-50
7551,male,hispanic,False,True,citation,10-30
7552,female,white,False,False,citation,10-30
7553,male,white,False,False,citation,10-30
7554,female,black,False,False,warning,31-50
7555,male,hispanic,False,False,warning,10-30
7556,male,white,False,False,citation,51-100
7557,female,white,False,False,citation,51-100
7558,male,black,False,False,warning,10-30
7559,male,hispanic,True,True,arrest,31-50
7560,male,hispanic,False,False,citation,10-30
7561,male,hispanic,False,False,warning,31-50
7562,male,hispanic,False,True,warning,10-30
7563,male,hispanic,False,False,warning,10-30
7564,male,hispanic,False,False,warning,10-30
7565,male,hispanic,False,True,warning,10-30
7566,male,black,False,True,warning,31-50
7567,male,hispanic,False,False,warning,10-30
7568,female,white,False,False,warning,31-50
7569,male,white,False,False,citation,51-100
7570,male,asian/pacific islander,False,False,warning,10-30
7571,male,hispanic,False,True,citation,31-50
7572,male,hispanic,False,False,citation,31-50
7573,female,white,False,False,citation,51-100
7574,female,black,False,False,warning,51-100
7575,male,hispanic,False,False,warning,10-30
7576,female,white,False,False,warning,31-50
7577,male,white,False,False,citation,10-30
7578,male,hispanic,False,True,citation,31-50
7579,female,white,False,False,citation,10-30
7580,male,black,False,True,warning,10-30
7581,male,black,False,False,citation,31-50
7582,male,hispanic,False,False,citation,31-50
7583,male,black,False,False,citation,31-50
7584,male,other,False,False,citation,10-30
7585,male,black,False,False,warning,51-100
7586,male,black,False,False,warning,31-50
7587,male,hispanic,False,False,warning,10-30
7588,male,hispanic,False,False,warning,10-30
7589,female,black,False,False,citation,10-30
7590,male,hispanic,False,False,warning,10-30
7591,female,white,False,False,warning,31-50
7592,male,white,False,False,warning,10-30
7593,male,hispanic,False,False,warning,10-30
7594,male,hispanic,False,False,warning,51-100
7595,male,hispanic,False,True,citation,10-30
7596,male,hispanic,False,True,warning,31-50
7597,male,hispanic,False,True,warning,10-30
7598,male,hispanic,False,True,warning,10-30
7599,female,hispanic,False,False,citation,10-30
7600,male,hispanic,False,False,citation,31-50
7601,female,asian/pacific islander,False,True,citation,10-30
7602,male,black,False,True,citation,31-50
7603,male,hispanic,False,False,citation,10-30
7604,male,hispanic,False,True,citation,31-50
7605,male,hispanic,False,False,warning,31-50
7606,female,white,False,False,warning,31-50
7607,male,other,False,True,warning,10-30
7608,female,black,False,False,warning,31-50
7609,male,black,False,False,warning,10-30
7610,male,hispanic,False,False,warning,10-30
7611,male,hispanic,False,False,warning,10-30
7612,male,hispanic,False,False,citation,31-50
7613,male,other,False,False,warning,10-30
7614,female,asian/pacific islander,False,False,warning,10-30
7615,male,hispanic,False,False,citation,10-30
7616,female,white,False,False,warning,51-100
7617,female,black,False,False,warning,10-30
7618,male,other,False,False,warning,10-30
7619,female,black,False,False,warning,10-30
7620,male,black,False,False,warning,51-100
7621,male,hispanic,False,False,warning,10-30
7622,male,hispanic,False,True,warning,10-30
7623,female,hispanic,False,False,warning,31-50
7624,female,white,False,True,citation,31-50
7625,female,hispanic,False,False,citation,10-30
7626,female,asian/pacific islander,False,False,warning,51-100
7627,female,white,False,False,citation,10-30
7628,male,white,False,False,warning,31-50
7629,male,hispanic,False,False,warning,31-50
7630,male,black,False,True,warning,10-30
7631,male,other,False,False,warning,10-30
7632,male,black,False,False,warning,31-50
7633,female,black,False,False,warning,31-50
7634,male,asian/pacific islander,False,False,citation,10-30
7635,male,white,False,False,warning,31-50
