,driver_gender,driver_race,is_arrested,search_conducted,stop_outcome,age_group
22126,male,black,False,False,citation,10-30
22127,male,hispanic,False,False,citation,10-30
22128,male,black,False,False,warning,10-30
22129,male,white,False,False,citation,51-100
22130,male,hispanic,False,False,citation,31-50
22131,male,other,False,False,warning,10-30
22132,male,white,False,False,citation,31-50
22133,male,hispanic,False,False,citation,10-30
22134,male,hispanic,False,False,citation,31-50
22135,female,asian/pacific islander,False,False,warning,10-30
22136,male,white,False,False,citation,10-30
22137,male,hispanic,False,False,citation,31-50
22138,male,white,False,False,citation,10-30
22139,male,black,False,False,citation,31-50
22140,male,black,False,False,warning,10-30
22141,male,hispanic,False,False,warning,10-30
22142,female,white,False,False,warning,31-50
22143,male,hispanic,False,True,warning,10-30
22144,male,black,False,False,warning,31-50
22145,male,hispanic,False,False,warning,31-50
22146,male,black,False,False,warning,10-30
22147,male,hispanic,False,False,warning,31-50
22148,male,hispanic,False,False,warning,31-50
22149,male,hispanic,False,False,warning,31-50
22150,male,hispanic,False,False,warning,10-30
22151,male,hispanic,False,True,warning,10-30
22152,male,black,False,True,warning,10-30
22153,male,white,False,False,warning,10-30
22154,male,black,False,False,warning,31-50
22155,male,white,False,False,warning,51-100
22156,male,black,False,False,citation,31-50
22157,male,asian/pacific islander,False,False,citation,10-30
22158,female,black,False,False,citation,10-30
22159,male,hispanic,False,False,citation,51-100
22160,female,white,False,False,citation,31-50
22161,male,black,False,False,citation,31-50
22162,female,hispanic,False,False,citation,31-50
22163,male,white,False,False,citation,10-30
22165,female,hispanic,False,False,citation,10-30
22166,male,white,False,False,citation,31-50
22167,male,black,False,False,citation,31-50
22168,male,black,False,False,citation,10-30
22169,male,hispanic,False,False,citation,31-50
22170,male,hispanic,False,False,citation,31-50
22171,male,white,False,False,citation,51-100
22172,female,white,False,False,citation,31-50
22173,male,hispanic,False,False,citation,51-100
22174,female,hispanic,False,False,citation,31-50
22175,male,black,False,False,citation,10-30
22176,male,black,False,False,citation,51-100
22177,male,hispanic,False,False,citation,31-50
22178,male,white,False,False,citation,51-100
22179,male,hispanic,False,False,citation,10-30
22180,male,black,False,False,citation,51-100
22181,male,white,False,False,citation,51-100
22182,male,black,False,False,citation,51-100
22183,male,hispanic,False,False,citation,31-50
22184,male,black,False,False,citation,31-50
22185,male,hispanic,False,False,warning,10-30
22186,female,hispanic,False,False,warning,31-50
22187,female,hispanic,False,False,warning,31-50
22188,female,black,False,False,warning,31-50
22189,female,hispanic,False,False,warning,10-30
22190,female,black,False,False,warning,31-50
22191,female,black,False,False,warning,31-50
22192,male,black,True,False,arrest,31-50
22194,male,white,False,False,citation,31-50
22196,male,black,False,False,citation,10-30
22197,male,white,False,False,citation,31-50
22198,male,hispanic,False,False,citation,10-30
22199,male,black,False,False,citation,31-50
22200,male,white,False,False,citation,31-50
22201,male,other,False,False,citation,31-50
22202,male,other,False,False,citation,31-50
22203,male,white,False,True,citation,31-50
22204,male,black,False,False,citation,10-30
22205,male,black,False,False,warning,10-30
22206,male,hispanic,False,True,citation,10-30
22207,male,other,False,False,citation,10-30
22208,male,black,True,True,arrest,51-100
22209,female,black,True,True,arrest,31-50
22210,male,hispanic,False,False,warning,10-30
22211,male,hispanic,False,False,warning,10-30
22212,male,white,False,True,warning,31-50
22213,male,hispanic,False,False,warning,10-30
22214,female,white,False,False,warning,51-100
22215,male,hispanic,False,False,warning,10-30
22216,male,hispanic,False,True,warning,10-30
22217,male,black,False,False,warning,31-50
22218,male,hispanic,False,True,warning,31-50
22219,female,hispanic,False,False,warning,10-30
22220,male,hispanic,False,True,warning,10-30
22221,female,hispanic,False,False,warning,51-100
22222,male,black,False,True,warning,10-30
22223,male,asian/pacific islander,False,False,warning,10-30
22224,male,asian/pacific islander,False,False,warning,10-30
22225,male,hispanic,False,True,warning,10-30
22226,male,hispanic,False,False,citation,31-50
22227,female,white,False,False,citation,31-50
22228,female,black,False,False,citation,31-50
22229,female,white,False,False,citation,51-100
22230,male,black,False,False,warning,51-100
22231,male,hispanic,False,False,citation,31-50
22232,male,hispanic,False,False,citation,31-50
22233,male,hispanic,False,False,citation,31-50
22234,male,hispanic,False,False,citation,31-50
22235,male,asian/pacific islander,False,False,warning,31-50
22236,male,black,False,False,warning,51-100
22237,female,hispanic,False,False,citation,10-30
22238,male,other,False,False,warning,31-50
22239,male,hispanic,False,False,warning,10-30
22240,male,black,False,False,warning,10-30
22241,male,black,False,False,warning,31-50
22242,male,black,False,False,warning,31-50
22243,male,white,False,True,warning,10-30
22244,female,black,False,False,warning,10-30
22245,female,black,False,False,warning,10-30
22246,male,asian/pacific islander,False,False,warning,31-50
22248,male,white,False,True,warning,10-30
22249,male,black,False,False,warning,10-30
22250,male,hispanic,False,False,warning,10-30
22251,male,asian/pacific islander,False,False,warning,31-50
22252,male,asian/pacific islander,False,False,warning,10-30
22253,male,black,False,True,citation,31-50
22254,male,hispanic,False,False,citation,51-100
22255,male,hispanic,False,False,citation,31-50
22256,male,asian/pacific islander,False,False,citation,51-100
22257,female,black,False,False,citation,10-30
22258,male,hispanic,False,False,warning,10-30
22259,male,hispanic,False,True,warning,51-100
22260,male,hispanic,False,False,warning,10-30
22261,male,black,False,False,warning,31-50
22262,male,hispanic,False,False,warning,31-50
22263,male,hispanic,False,True,warning,10-30
22264,male,hispanic,False,False,citation,31-50
22265,male,hispanic,False,False,citation,31-50
22266,male,hispanic,False,False,citation,51-100
22267,male,hispanic,False,True,citation,10-30
22268,male,white,False,False,citation,31-50
22269,female,hispanic,False,False,citation,31-50
22270,male,hispanic,False,False,citation,31-50
22272,male,hispanic,False,False,citation,10-30
22273,female,white,False,False,citation,31-50
22274,female,hispanic,False,False,citation,10-30
22275,male,hispanic,False,False,citation,10-30
22276,male,hispanic,False,False,citation,10-30
22277,male,hispanic,False,False,citation,31-50
22278,male,hispanic,False,False,citation,31-50
22279,male,hispanic,False,False,citation,10-30
22280,male,hispanic,False,False,citation,31-50
22281,male,black,False,False,warning,31-50
22282,female,asian/pacific islander,False,False,warning,51-100
22283,male,hispanic,False,True,warning,10-30
22284,male,hispanic,False,False,warning,10-30
22285,female,hispanic,False,False,warning,10-30
22286,male,black,False,False,warning,10-30
22287,male,black,False,False,citation,10-30
22288,male,other,False,False,warning,31-50
22289,female,hispanic,False,True,warning,31-50
22290,male,black,False,True,warning,10-30
22291,male,hispanic,False,False,warning,31-50
22292,male,hispanic,False,False,warning,10-30
22293,male,white,False,False,citation,10-30
22295,male,hispanic,False,True,warning,10-30
22296,female,white,False,False,warning,10-30
22297,male,hispanic,False,False,citation,51-100
22298,female,white,False,False,citation,10-30
22299,male,black,False,False,citation,10-30
22300,male,hispanic,False,False,citation,10-30
22301,male,black,False,False,warning,31-50
22302,male,white,False,False,warning,31-50
22303,male,other,False,False,warning,31-50
22304,male,white,False,False,warning,10-30
22305,male,hispanic,False,False,warning,10-30
22306,male,asian/pacific islander,False,False,citation,10-30
22307,male,black,False,True,citation,31-50
22308,male,hispanic,False,True,warning,10-30
22309,male,white,False,False,warning,51-100
22310,male,white,False,False,citation,10-30
22311,male,black,False,False,warning,10-30
22312,male,hispanic,False,True,warning,51-100
22313,female,black,False,False,warning,10-30
22314,female,hispanic,False,False,warning,10-30
22315,male,black,False,True,warning,31-50
22316,male,asian/pacific islander,False,False,warning,10-30
22317,female,hispanic,False,False,warning,10-30
22318,male,black,False,False,warning,10-30
22319,male,asian/pacific islander,False,False,warning,31-50
22320,male,black,False,False,warning,10-30
22321,male,asian/pacific islander,False,False,warning,10-30
22322,female,white,False,False,citation,31-50
22323,male,hispanic,False,False,citation,31-50
22324,male,hispanic,False,False,warning,31-50
22325,male,hispanic,False,False,citation,31-50
22326,female,black,False,False,citation,10-30
22327,male,black,False,False,warning,10-30
22328,female,hispanic,False,True,citation,31-50
22330,male,hispanic,False,False,citation,31-50
22331,male,hispanic,False,False,citation,10-30
22332,male,black,False,False,citation,10-30
22333,male,hispanic,False,False,warning,10-30
22334,female,white,False,False,citation,31-50
22335,male,hispanic,False,False,citation,31-50
22336,male,hispanic,False,False,citation,31-50
22337,male,hispanic,False,False,citation,10-30
22338,male,asian/pacific islander,False,False,citation,10-30
22339,female,white,False,False,citation,31-50
22340,female,asian/pacific islander,False,False,citation,31-50
22341,male,hispanic,False,False,citation,31-50
22342,male,hispanic,False,False,citation,10-30
22343,female,black,False,False,warning,10-30
22344,female,white,False,False,warning,31-50
22345,male,hispanic,False,False,warning,10-30
22346,male,black,False,False,warning,10-30
22347,male,white,False,False,warning,31-50
22348,male,white,False,False,warning,31-50
22349,female,hispanic,False,False,warning,10-30
22350,male,hispanic,False,False,warning,31-50
22351,male,hispanic,False,False,citation,31-50
22352,female,hispanic,False,False,warning,10-30
22353,male,hispanic,False,False,warning,31-50
22354,male,asian/pacific islander,False,True,warning,10-30
22355,male,hispanic,False,False,warning,10-30
22356,male,white,False,False,warning,10-30
22357,male,black,False,True,citation,31-50
22358,male,white,False,True,warning,10-30
22359,male,hispanic,False,False,warning,10-30
22360,male,black,False,True,citation,31-50
22361,male,hispanic,False,False,warning,31-50
22362,female,black,False,False,warning,10-30
22363,male,black,False,False,warning,31-50
22364,female,hispanic,False,False,citation,31-50
22365,male,black,False,False,citation,10-30
22366,male,white,False,False,warning,51-100
22367,male,hispanic,False,False,warning,10-30
22368,male,white,False,False,warning,10-30
22369,male,hispanic,False,False,warning,31-50
22370,female,white,False,False,citation,31-50
22371,male,hispanic,False,False,warning,31-50
22372,female,hispanic,False,False,warning,31-50
22373,female,hispanic,False,False,warning,31-50
22374,male,white,False,False,warning,10-30
22375,female,white,False,False,warning,51-100
22376,male,asian/pacific islander,False,True,warning,10-30
22377,male,black,False,True,warning,31-50
22378,male,hispanic,False,False,warning,10-30
22379,female,black,False,False,warning,10-30
22380,male,white,False,True,warning,10-30
22381,male,hispanic,False,False,warning,31-50
22382,female,black,False,False,citation,10-30
22383,female,asian/pacific islander,False,False,citation,51-100
22384,male,asian/pacific islander,False,False,citation,10-30
22385,female,hispanic,False,False,warning,10-30
22386,female,black,False,False,warning,31-50
22387,male,hispanic,False,False,warning,10-30
22388,male,black,False,True,citation,10-30
22389,male,hispanic,False,True,warning,31-50
22390,male,black,False,False,warning,51-100
22391,male,black,False,True,warning,10-30
22392,male,hispanic,False,True,warning,31-50
22393,female,asian/pacific islander,False,False,citation,31-50
22394,female,hispanic,False,False,warning,10-30
22395,male,white,False,False,citation,51-100
22396,male,black,False,False,warning,31-50
22397,male,black,False,True,warning,10-30
22398,male,hispanic,False,False,warning,31-50
22399,male,asian/pacific islander,False,False,warning,10-30
22400,male,white,False,True,warning,31-50
22401,female,white,False,False,warning,51-100
22402,female,hispanic,False,False,warning,10-30
22403,female,hispanic,False,False,citation,31-50
22404,female,hispanic,False,False,citation,10-30
22405,male,asian/pacific islander,False,False,citation,31-50
22406,male,asian/pacific islander,False,False,citation,31-50
22407,female,hispanic,False,False,citation,10-30
22408,female,hispanic,False,False,citation,10-30
22409,female,hispanic,False,False,citation,10-30
22410,male,hispanic,False,False,citation,31-50
22411,male,other,False,False,citation,10-30
22412,female,asian/pacific islander,False,False,citation,10-30
22413,male,hispanic,False,False,warning,51-100
22414,female,asian/pacific islander,False,False,citation,31-50
22415,male,white,False,False,citation,51-100
22416,female,white,False,False,citation,31-50
22417,female,asian/pacific islander,False,False,citation,10-30
22418,female,white,False,False,citation,31-50
22419,male,white,False,False,citation,51-100
22420,male,white,False,False,citation,10-30
22421,female,white,False,False,citation,51-100
22422,female,hispanic,False,False,citation,10-30
22423,female,hispanic,False,False,citation,10-30
22424,female,hispanic,False,False,citation,31-50
22425,female,hispanic,False,False,citation,10-30
22426,male,hispanic,False,False,citation,10-30
22427,female,white,False,False,citation,51-100
22428,female,black,False,False,citation,10-30
22429,female,asian/pacific islander,False,False,warning,10-30
22430,male,white,False,False,citation,10-30
22431,male,hispanic,False,False,citation,10-30
22432,female,white,False,False,citation,51-100
22433,female,black,False,False,citation,31-50
22434,female,black,False,False,citation,51-100
22435,male,asian/pacific islander,False,False,warning,10-30
22436,male,black,False,True,warning,10-30
22437,male,hispanic,False,True,citation,10-30
22438,male,white,False,False,warning,51-100
22439,male,white,False,False,warning,31-50
22440,male,black,False,False,warning,31-50
22441,male,black,False,False,warning,51-100
22442,male,white,False,False,warning,31-50
22443,male,white,False,True,warning,10-30
22444,female,white,False,False,warning,31-50
22445,male,hispanic,False,True,citation,10-30
22446,female,white,False,False,warning,10-30
22447,male,hispanic,False,True,citation,10-30
22448,male,hispanic,False,False,warning,31-50
22449,male,white,False,False,citation,31-50
22450,male,white,False,False,warning,31-50
22451,female,other,False,False,citation,10-30
22452,female,other,False,False,citation,51-100
22453,female,white,False,False,citation,31-50
22454,male,white,False,False,citation,10-30
22455,male,white,False,False,citation,10-30
22456,female,hispanic,False,False,citation,51-100
22457,male,black,False,False,citation,10-30
22458,male,black,False,False,citation,10-30
22459,female,hispanic,False,False,citation,10-30
22460,male,hispanic,False,False,citation,10-30
22461,female,white,False,False,citation,31-50
22462,male,hispanic,False,False,citation,10-30
22463,male,white,False,False,citation,10-30
22464,male,hispanic,False,False,citation,10-30
22465,female,asian/pacific islander,False,False,citation,31-50
22466,female,hispanic,False,False,citation,10-30
22467,male,white,False,False,citation,31-50
22468,male,white,False,False,citation,51-100
22469,male,black,False,False,citation,31-50
22470,female,white,False,False,citation,10-30
22471,female,white,False,False,citation,10-30
22472,female,white,False,False,citation,51-100
22473,male,asian/pacific islander,False,False,citation,51-100
22474,female,black,False,False,citation,10-30
22475,female,hispanic,False,False,citation,31-50
22476,male,white,False,False,citation,51-100
22477,female,black,False,False,citation,10-30
22478,male,white,False,False,citation,31-50
22479,male,black,False,False,citation,31-50
22480,male,black,False,False,citation,10-30
22481,male,other,False,False,citation,31-50
22482,male,asian/pacific islander,False,False,citation,31-50
22483,male,hispanic,False,False,citation,10-30
22484,female,hispanic,False,False,citation,31-50
22485,male,white,False,False,citation,31-50
22486,male,white,False,False,citation,10-30
22487,female,black,False,False,citation,10-30
22488,female,white,False,False,citation,31-50
22489,female,hispanic,False,False,citation,10-30
22490,male,white,False,False,citation,51-100
22491,female,white,False,False,citation,10-30
22492,female,black,False,False,citation,31-50
22493,female,hispanic,False,False,citation,10-30
22494,male,black,False,False,citation,31-50
22495,male,white,False,False,citation,31-50
22496,male,other,False,False,warning,51-100
22497,female,hispanic,False,False,citation,31-50
22498,female,white,False,False,warning,51-100
22499,male,black,False,False,citation,10-30
22500,male,hispanic,False,False,citation,31-50
22501,male,hispanic,False,True,citation,10-30
22502,male,hispanic,False,False,warning,10-30
22503,male,hispanic,False,True,citation,10-30
22504,male,other,False,True,citation,10-30
22505,male,hispanic,False,False,citation,10-30
22506,male,hispanic,False,False,warning,31-50
22507,male,black,False,True,warning,10-30
22508,male,white,False,True,citation,31-50
22509,male,black,False,True,warning,10-30
22510,female,hispanic,False,True,citation,10-30
22511,male,hispanic,False,True,warning,10-30
22512,male,hispanic,False,False,warning,10-30
22513,male,hispanic,False,True,warning,10-30
22514,male,asian/pacific islander,False,True,warning,31-50
22515,male,hispanic,False,False,warning,31-50
22516,male,hispanic,False,False,warning,10-30
22517,male,hispanic,False,False,warning,10-30
22518,male,hispanic,False,False,warning,10-30
22519,female,hispanic,False,False,warning,31-50
22520,male,black,False,True,warning,31-50
22521,male,black,False,False,warning,31-50
22522,male,asian/pacific islander,False,False,warning,51-100
22523,male,hispanic,False,False,warning,10-30
22524,male,hispanic,False,True,warning,31-50
22525,male,black,False,True,warning,10-30
22526,male,hispanic,False,False,warning,10-30
22527,male,hispanic,False,False,warning,10-30
22528,male,hispanic,False,False,warning,31-50
22529,male,black,False,True,warning,10-30
22530,female,white,False,False,warning,51-100
22531,male,black,False,False,citation,10-30
22532,male,hispanic,False,True,warning,31-50
22533,male,black,False,True,warning,31-50
22534,male,hispanic,False,True,warning,10-30
22535,male,hispanic,False,True,warning,10-30
22536,male,hispanic,False,False,warning,10-30
22537,male,hispanic,False,True,warning,10-30
22538,male,hispanic,False,True,warning,10-30
22539,male,black,False,True,warning,10-30
22540,male,black,False,False,warning,51-100
22541,female,black,False,True,warning,31-50
22542,male,hispanic,False,True,warning,10-30
22543,male,hispanic,False,True,citation,10-30
22544,male,hispanic,True,True,arrest,31-50
22545,male,hispanic,False,False,warning,10-30
22546,female,white,False,False,warning,10-30
22547,female,black,False,False,warning,10-30
22548,male,hispanic,False,False,warning,31-50
22549,male,black,False,True,warning,31-50
22550,male,hispanic,False,True,warning,10-30
22551,male,hispanic,False,False,warning,31-50
22552,male,white,False,False,warning,10-30
22553,male,hispanic,False,False,warning,10-30
22554,male,black,False,True,warning,31-50
22555,male,black,False,False,warning,10-30
22556,male,black,False,True,citation,10-30
22557,male,hispanic,False,False,warning,10-30
22558,male,other,False,False,warning,31-50
22559,male,white,False,False,warning,10-30
22560,male,hispanic,False,False,warning,10-30
22561,male,hispanic,False,False,warning,51-100
22562,male,hispanic,False,False,citation,10-30
22563,male,hispanic,False,False,warning,31-50
22564,male,hispanic,False,False,warning,10-30
22565,male,white,False,False,warning,31-50
22566,male,white,False,True,citation,10-30
22567,female,black,False,True,citation,10-30
22568,male,white,False,False,warning,51-100
22569,male,hispanic,False,True,warning,10-30
22570,male,white,False,False,warning,10-30
22571,male,white,False,False,citation,31-50
22572,male,asian/pacific islander,False,False,warning,31-50
22573,female,hispanic,False,False,warning,10-30
22574,female,white,False,False,citation,51-100
22575,male,black,False,False,citation,10-30
22576,male,hispanic,False,False,citation,31-50
22577,female,black,False,False,citation,51-100
22578,male,asian/pacific islander,False,False,citation,31-50
22579,male,hispanic,False,False,citation,10-30
22580,male,hispanic,False,False,citation,10-30
22581,male,hispanic,False,False,citation,10-30
22582,male,hispanic,False,False,citation,10-30
22583,male,hispanic,False,False,citation,31-50
22584,male,hispanic,False,False,citation,10-30
22585,male,hispanic,False,False,citation,10-30
22586,male,white,False,False,citation,31-50
22587,male,hispanic,False,False,warning,10-30
22588,female,white,False,False,warning,31-50
22589,male,hispanic,False,True,warning,10-30
22590,male,hispanic,False,False,warning,31-50
22591,female,white,False,False,citation,10-30
22592,male,black,False,False,citation,10-30
22593,male,white,False,False,citation,51-100
22594,female,hispanic,False,False,citation,10-30
22595,male,hispanic,False,False,warning,31-50
22596,male,hispanic,False,False,citation,31-50
22597,male,white,False,True,warning,10-30
22598,male,hispanic,False,False,warning,10-30
22599,male,black,False,False,warning,51-100
22600,female,hispanic,False,False,citation,10-30
22601,male,hispanic,False,True,warning,10-30
22602,male,white,False,False,warning,31-50
22603,male,hispanic,False,False,warning,10-30
22604,female,hispanic,False,False,warning,31-50
22605,female,hispanic,False,False,warning,10-30
22606,male,hispanic,False,True,warning,10-30
22607,male,white,False,False,warning,10-30
22608,male,black,False,True,warning,31-50
22609,male,hispanic,False,False,warning,10-30
22610,female,black,False,False,warning,51-100
22611,male,white,False,False,warning,31-50
22612,male,hispanic,False,False,warning,10-30
22613,male,black,False,False,warning,31-50
22614,male,asian/pacific islander,False,True,warning,31-50
22615,male,white,False,False,warning,31-50
22616,male,black,False,False,warning,51-100
22617,male,hispanic,False,False,warning,10-30
22618,female,hispanic,False,False,citation,10-30
22619,female,hispanic,False,False,warning,10-30
22620,male,white,False,False,warning,51-100
22621,male,hispanic,False,True,citation,10-30
22622,male,hispanic,False,True,citation,10-30
22623,female,white,False,False,warning,51-100
22624,female,white,False,False,warning,51-100
22625,male,white,False,False,warning,31-50
22626,male,hispanic,False,False,warning,31-50
22627,female,hispanic,False,False,warning,31-50
22628,male,asian/pacific islander,False,False,warning,31-50
22629,male,hispanic,False,False,citation,31-50
22630,male,asian/pacific islander,False,False,warning,10-30
22631,male,white,False,True,warning,10-30
22632,male,hispanic,False,False,warning,51-100
22633,male,hispanic,False,True,citation,10-30
22634,male,white,False,True,citation,31-50
22635,female,black,True,False,arrest,51-100
22636,female,black,True,False,arrest,51-100
22637,male,hispanic,False,False,warning,31-50
22638,male,white,False,False,warning,10-30
22639,female,hispanic,False,False,citation,10-30
22640,male,white,False,False,citation,10-30
22641,male,hispanic,False,False,citation,10-30
22642,male,hispanic,False,False,citation,51-100
22643,male,hispanic,False,False,citation,10-30
22644,male,black,False,False,citation,51-100
22645,female,white,False,False,citation,10-30
22646,male,hispanic,False,False,citation,10-30
22647,male,hispanic,False,False,citation,10-30
22648,female,white,False,False,citation,31-50
22649,male,hispanic,False,False,citation,31-50
22650,female,hispanic,False,False,citation,51-100
22651,female,hispanic,False,False,citation,10-30
22652,female,black,False,False,citation,51-100
22653,female,white,False,False,warning,10-30
22654,female,hispanic,False,False,warning,31-50
22655,male,white,False,False,citation,31-50
22656,male,white,False,False,warning,31-50
22657,male,hispanic,False,False,warning,31-50
22658,male,asian/pacific islander,False,True,warning,10-30
22659,male,black,False,True,warning,31-50
22660,female,hispanic,False,False,warning,10-30
22661,male,black,False,False,warning,10-30
22662,male,black,False,False,warning,31-50
22663,male,hispanic,False,True,warning,10-30
22664,male,asian/pacific islander,False,True,warning,31-50
22665,female,hispanic,False,False,warning,31-50
22666,female,hispanic,False,False,warning,10-30
22667,male,black,False,False,warning,31-50
22668,male,white,False,False,warning,10-30
22669,male,black,False,True,warning,31-50
22670,female,white,False,False,warning,10-30
22671,male,hispanic,False,False,citation,31-50
22672,male,asian/pacific islander,False,True,warning,10-30
22673,male,asian/pacific islander,False,True,warning,10-30
22674,male,hispanic,False,False,warning,10-30
22675,male,white,False,False,citation,10-30
22676,male,black,False,True,warning,10-30
22677,male,hispanic,False,True,warning,10-30
22678,male,white,False,False,warning,10-30
22679,male,hispanic,False,False,warning,10-30
22680,male,hispanic,False,False,citation,31-50
22681,male,white,False,False,warning,31-50
22682,male,white,False,False,warning,10-30
22683,female,asian/pacific islander,False,False,warning,31-50
22684,female,white,False,False,warning,10-30
22685,male,white,False,False,warning,51-100
22686,male,hispanic,False,False,citation,10-30
22687,male,hispanic,False,False,warning,31-50
22688,female,asian/pacific islander,False,False,warning,31-50
22689,male,black,False,False,citation,51-100
22690,male,hispanic,False,False,warning,10-30
22691,female,hispanic,False,False,warning,10-30
22692,female,white,False,False,warning,10-30
22693,male,hispanic,False,False,warning,10-30
22694,male,black,False,False,warning,10-30
22695,male,asian/pacific islander,False,False,warning,10-30
22696,male,hispanic,False,False,warning,31-50
22697,male,hispanic,False,False,warning,10-30
22698,male,black,False,False,warning,51-100
22699,male,asian/pacific islander,False,False,warning,31-50
22700,male,black,False,True,citation,31-50
22701,male,hispanic,False,False,warning,31-50
22702,female,hispanic,False,False,citation,51-100
22703,female,asian/pacific islander,False,False,warning,10-30
22704,male,hispanic,False,False,warning,51-100
22705,male,hispanic,False,False,citation,10-30
22706,male,white,False,False,warning,51-100
22707,male,hispanic,False,False,warning,51-100
22708,male,other,False,False,citation,10-30
22709,male,hispanic,False,False,citation,10-30
22710,male,black,False,False,warning,10-30
22711,female,hispanic,False,False,warning,31-50
22712,male,hispanic,False,False,citation,31-50
22713,male,hispanic,False,True,citation,31-50
22714,male,white,False,False,citation,10-30
22715,male,white,False,False,warning,51-100
22716,female,hispanic,False,False,warning,10-30
22717,male,hispanic,False,False,citation,10-30
22718,female,hispanic,False,False,citation,10-30
22719,male,hispanic,False,False,warning,10-30
22720,male,hispanic,False,False,warning,10-30
22721,female,white,False,False,citation,31-50
22722,male,white,False,True,warning,31-50
22723,female,hispanic,False,False,warning,31-50
22724,male,hispanic,False,False,warning,31-50
22725,male,hispanic,False,False,warning,31-50
22726,male,hispanic,False,True,warning,10-30
22727,male,hispanic,False,False,warning,31-50
22728,male,black,False,True,warning,10-30
22729,male,hispanic,False,True,warning,31-50
22730,male,hispanic,False,True,warning,31-50
22731,male,hispanic,False,True,warning,10-30
22732,male,hispanic,False,False,citation,10-30
22733,female,white,False,False,citation,31-50
22734,male,other,False,False,citation,10-30
22735,male,hispanic,False,False,warning,51-100
22736,female,black,False,False,citation,31-50
22737,male,black,False,True,citation,31-50
22738,female,white,False,False,warning,10-30
22739,male,black,False,False,citation,10-30
22740,male,white,False,False,citation,10-30
22741,female,black,False,False,citation,31-50
22742,male,hispanic,False,True,warning,31-50
22743,male,hispanic,False,False,warning,10-30
22744,female,black,False,False,warning,10-30
22745,male,black,True,True,arrest,31-50
22746,male,hispanic,False,False,warning,51-100
22747,male,hispanic,False,False,warning,31-50
22748,female,black,False,False,warning,31-50
22749,male,black,False,False,warning,31-50
22750,female,asian/pacific islander,False,False,warning,10-30
22751,male,hispanic,False,False,warning,10-30
22752,male,hispanic,False,False,warning,10-30
22753,male,black,False,False,warning,10-30
22754,male,white,False,True,warning,51-100
22755,male,hispanic,False,False,citation,10-30
22756,male,white,False,False,citation,51-100
22757,female,black,False,False,citation,10-30
22758,male,asian/pacific islander,False,False,warning,10-30
22759,male,hispanic,False,False,warning,10-30
22760,male,black,False,True,citation,10-30
22761,male,asian/pacific islander,False,False,warning,10-30
22762,female,white,False,False,warning,31-50
22763,female,white,False,False,warning,31-50
22764,male,hispanic,False,False,warning,10-30
22765,female,black,False,False,citation,10-30
22766,male,hispanic,False,False,citation,10-30
22767,female,hispanic,False,False,citation,31-50
22769,female,asian/pacific islander,False,False,citation,31-50
22770,male,hispanic,False,False,citation,10-30
22771,male,hispanic,False,False,citation,10-30
22772,male,white,False,False,citation,10-30
22773,male,hispanic,False,False,citation,31-50
22774,male,hispanic,False,True,citation,10-30
22775,male,black,False,False,citation,10-30
22776,male,hispanic,False,False,citation,51-100
22777,male,white,False,False,citation,31-50
22778,male,white,False,False,citation,31-50
22779,male,hispanic,False,False,citation,31-50
22780,male,other,False,False,citation,31-50
22781,male,black,False,False,warning,31-50
22782,male,hispanic,False,False,citation,31-50
22783,male,black,False,False,citation,31-50
22784,male,hispanic,False,False,citation,31-50
22785,female,black,False,False,citation,10-30
22786,male,black,False,False,citation,31-50
22787,male,black,False,False,citation,31-50
22788,female,black,False,False,citation,51-100
22789,female,asian/pacific islander,False,False,citation,10-30
22790,female,white,False,False,citation,10-30
22791,male,asian/pacific islander,False,False,citation,10-30
22792,male,other,False,False,citation,10-30
22793,female,white,False,False,citation,10-30
22794,male,white,False,False,citation,31-50
22795,male,hispanic,False,False,citation,10-30
22796,female,black,False,False,citation,10-30
22797,female,white,False,False,citation,31-50
22798,male,hispanic,False,False,citation,10-30
22799,male,white,True,False,arrest,51-100
22800,male,white,False,False,citation,10-30
22802,male,other,False,False,citation,10-30
22803,male,black,False,False,warning,31-50
22804,male,white,False,False,warning,10-30
22805,male,hispanic,False,False,citation,31-50
