date,time,location,location.1,driver_age,driver_race,driver_gender,search_conducted,stop_outcome,is_arrested,age_group
2000-08-06,2:30:00,"Winston-Salem, Forsyth County",Forsyth County,30.0,black,female,False,warning,False,21-30
2000-08-15,21:45:00,"Winston-Salem, Forsyth County",Forsyth County,21.0,asian/pacific islander,male,False,citation,False,21-30
2000-08-05,23:40:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,male,False,citation,False,14-20
2000-08-05,21:30:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,male,False,citation,False,14-20
2000-08-18,20:20:00,"Winston-Salem, Forsyth County",Forsyth County,18.0,black,female,False,warning,False,14-20
2000-08-18,20:00:00,"Winston-Salem, Forsyth County",Forsyth County,22.0,hispanic,male,False,citation,False,21-30
2000-08-19,21:00:00,"Winston-Salem, Forsyth County",Forsyth County,18.0,black,male,False,citation,False,14-20
2000-09-21,22:10:00,"Winston-Salem, Forsyth County",Forsyth County,23.0,black,female,False,warning,False,21-30
2000-08-29,21:20:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,female,False,warning,False,14-20
2000-09-16,2:15:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,male,False,warning,False,14-20
2000-09-17,23:32:00,"Winston-Salem, Forsyth County",Forsyth County,25.0,black,female,False,warning,False,21-30
2000-09-18,20:13:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,male,False,warning,False,14-20
2000-09-26,23:12:00,"winston-Salem, Forsyth County",Forsyth County,19.0,black,female,False,warning,False,14-20
2000-09-27,21:50:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,male,False,warning,False,14-20
2000-09-28,22:30:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,female,False,warning,False,14-20
2000-09-29,22:42:00,"Winston-Salem, Forsyth County",Forsyth County,21.0,black,male,False,warning,False,21-30
2000-09-28,23:30:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,female,False,warning,False,14-20
2000-09-28,5:30:00,"Winston-Salem, Forsyth County",Forsyth County,25.0,hispanic,female,False,warning,False,21-30
2000-09-26,0:40:00,"Winston-Salem, Forsyth County",Forsyth County,28.0,hispanic,male,False,citation,False,21-30
2000-10-05,11:30:00,"Winston-Salem, Forsyth County",Forsyth County,31.0,black,male,False,warning,False,31-40
2000-10-06,1:47:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,female,False,warning,False,14-20
2000-10-11,23:15:00,"Winston-Salem, Forsyth County",Forsyth County,18.0,black,male,False,citation,False,14-20
2000-10-22,0:45:00,"Winston-Salem, Forsyth County",Forsyth County,30.0,hispanic,male,False,citation,False,21-30
2000-10-22,0:15:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,female,False,warning,False,14-20
2000-10-19,0:15:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,male,False,warning,False,14-20
2000-10-22,1:20:00,"Winston-Salem, Forsyth County",Forsyth County,17.0,white,female,False,citation,False,14-20
2000-10-23,1:35:00,"Winston-Salem, Forsyth County",Forsyth County,26.0,black,male,False,warning,False,21-30
2000-10-26,1:57:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,male,False,warning,False,14-20
2000-11-13,22:39:00,"Winston-Salem, NC, Forsyth County",Forsyth County,18.0,asian/pacific islander,male,False,citation,False,14-20
2000-11-29,13:30:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,female,False,warning,False,14-20
2000-11-29,15:50:00,"Winston-Salem, Forsyth County",Forsyth County,36.0,white,male,False,citation,False,31-40
2001-01-11,21:10:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,female,False,warning,False,14-20
2001-01-11,22:15:00,"Winston-Salem, Forsyth County",Forsyth County,24.0,black,male,False,warning,False,21-30
2001-02-02,23:17:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,male,False,warning,False,14-20
2001-02-03,0:05:00,"Winston-Salem, Forsyth County",Forsyth County,33.0,black,male,False,citation,False,31-40
2001-02-12,0:31:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,female,False,citation,False,14-20
2001-02-12,22:12:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,male,False,citation,False,14-20
2001-02-12,22:21:00,"Winston-Salem, Forsyth County",Forsyth County,21.0,black,male,False,citation,False,21-30
2001-02-03,20:45:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,female,False,citation,False,14-20
2001-02-22,2:46:00,"Winston-Salem, Forsyth County",Forsyth County,18.0,black,male,False,citation,False,14-20
2001-02-22,21:40:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,male,False,warning,False,14-20
2001-03-01,17:54:00,"Winston-Salem, Forsyth County",Forsyth County,23.0,black,male,False,warning,False,21-30
2001-03-22,17:09:00,"Winston-Salem, Forsyth County",Forsyth County,43.0,white,male,False,citation,False,41-50
2001-03-22,13:52:00,"Winston-Salem, Forsyth County",Forsyth County,27.0,white,male,False,citation,False,21-30
2001-03-22,17:25:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,male,False,warning,False,14-20
2001-03-21,17:15:00,"Winston-Salem, Forsyth County",Forsyth County,21.0,white,male,False,citation,False,21-30
2001-03-21,17:24:00,"Winston-Salem, Forsyth County",Forsyth County,18.0,black,female,False,warning,False,14-20
2001-03-21,17:35:00,"Winston-Salem, Forsyth County",Forsyth County,21.0,black,male,False,citation,False,21-30
2001-03-21,17:50:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,male,False,citation,False,14-20
2001-03-21,18:05:00,"Winston-Salem, Forsyth County",Forsyth County,22.0,black,female,False,citation,False,21-30
2001-04-01,22:10:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,female,False,citation,False,14-20
2001-04-01,1:10:00,"Winston-Salem, Forsyth County",Forsyth County,25.0,hispanic,male,False,arrest,True,21-30
2001-04-01,18:50:00,"Winston-Salem, Forsyth County",Forsyth County,21.0,black,female,False,warning,False,21-30
2001-04-02,20:10:00,"Winston-Salem, Forsyth County",Forsyth County,18.0,black,female,False,citation,False,14-20
2001-04-02,20:30:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,female,False,warning,False,14-20
2001-04-02,22:00:00,"Winston-Salem, Forsyth County",Forsyth County,21.0,black,female,False,citation,False,21-30
2001-03-31,22:00:00,"Winston-Salem, Forsyth County",Forsyth County,21.0,black,female,False,warning,False,21-30
2001-03-31,22:30:00,"Winston-Salem, Forsyth County",Forsyth County,28.0,black,female,False,citation,False,21-30
2001-03-31,1:15:00,"Winston-Salem, Forsyth County",Forsyth County,23.0,black,male,False,citation,False,21-30
2001-03-31,3:20:00,"Winston-Salem, Forsyth County",Forsyth County,25.0,hispanic,male,False,arrest,True,21-30
2001-03-02,21:38:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,female,False,citation,False,14-20
2001-03-02,21:14:00,"Winston-Salem, Forsyth County",Forsyth County,37.0,black,female,False,citation,False,31-40
2001-04-08,21:15:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,male,False,warning,False,14-20
2001-04-08,23:32:00,"Winston-Salem, Forsyth County",Forsyth County,25.0,black,male,False,citation,False,21-30
2001-04-11,22:30:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,male,False,warning,False,14-20
2001-04-11,23:50:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,male,False,citation,False,14-20
2001-04-11,21:00:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,male,False,warning,False,14-20
2001-04-16,18:20:00,"Winston-Salem, Forsyth County",Forsyth County,21.0,black,female,False,citation,False,21-30
2001-04-16,18:05:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,male,False,citation,False,14-20
2001-04-17,10:45:00,"Winston-Salem, Forsyth County",Forsyth County,25.0,unknown,female,False,warning,False,21-30
2001-04-18,11:05:00,"Winston-Salem, Forsyth County",Forsyth County,67.0,black,male,False,warning,False,61-70
2001-04-28,1:05:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,male,False,citation,False,14-20
2001-04-10,0:50:00,"Winston-Salem, Forsyth County",Forsyth County,21.0,black,male,False,citation,False,21-30
2001-04-29,23:05:00,"Winston -Salem, Forsyth County",Forsyth County,20.0,black,male,False,citation,False,14-20
2001-04-29,1:20:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,male,False,citation,False,14-20
2001-05-01,10:20:00,"Winston-Salem, Forsyth County",Forsyth County,21.0,black,male,False,citation,False,21-30
2001-05-01,10:45:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,female,False,warning,False,14-20
2001-05-01,2:25:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,male,False,warning,False,14-20
2001-04-01,23:07:00,"Winston-Salem, Forsyth County",Forsyth County,23.0,black,male,False,citation,False,21-30
2001-04-30,22:00:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,female,False,citation,False,14-20
2001-06-01,13:30:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,male,False,arrest,True,14-20
2001-06-15,2:00:00,"Winston-Salem, Forsyth County",Forsyth County,30.0,black,male,False,citation,False,21-30
2001-08-01,14:50:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,female,False,citation,False,14-20
2001-08-14,11:16:00,"Winston-Salem, Forsyth County",Forsyth County,39.0,white,male,False,citation,False,31-40
2001-08-14,14:10:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,male,False,warning,False,14-20
2001-08-01,20:30:00,"Winston-Salem, Forsyth County",Forsyth County,18.0,black,male,False,citation,False,14-20
2001-09-05,16:40:00,"Winston-Salem, Forsyth County",Forsyth County,36.0,white,female,False,warning,False,31-40
2001-09-16,1:38:00,"Winston-Salem, Forsyth County",Forsyth County,23.0,black,male,False,citation,False,21-30
2001-09-16,12:48:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,female,False,warning,False,14-20
2001-09-17,19:48:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,male,False,citation,False,14-20
2001-09-17,20:05:00,"Winston-Salem, Forsyth County",Forsyth County,28.0,black,male,False,citation,False,21-30
2001-09-17,21:20:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,male,False,citation,False,14-20
2001-09-17,22:58:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,male,False,warning,False,14-20
2001-09-18,0:11:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,male,False,warning,False,14-20
2001-09-18,0:18:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,male,False,warning,False,14-20
2001-09-25,22:02:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,male,False,warning,False,14-20
2001-09-26,23:16:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,female,False,warning,False,14-20
2001-09-26,23:07:00,"Winston-Salem, Forsyth County",Forsyth County,21.0,black,male,False,warning,False,21-30
2001-09-26,23:08:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,female,False,citation,False,14-20
2001-09-26,23:31:00,"Winston-Salem, Forsyth County",Forsyth County,21.0,black,female,False,citation,False,21-30
2001-09-26,0:59:00,"Winston-Salem, Forsyth County",Forsyth County,18.0,other,female,False,warning,False,14-20
2001-09-26,23:41:00,"Winston-Salem, Forsyth County",Forsyth County,21.0,black,male,False,citation,False,21-30
2001-09-22,23:16:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,female,False,warning,False,14-20
2001-10-24,22:50:00,"Winston-Salem, Forsyth County",Forsyth County,28.0,black,male,False,warning,False,21-30
2001-10-25,1:10:00,"Winston-Salem, Forsyth County",Forsyth County,21.0,black,male,False,warning,False,21-30
2001-11-11,1:17:00,"Winston-Salem, Forsyth County",Forsyth County,18.0,black,male,False,warning,False,14-20
2001-11-10,12:48:00,"Winston-Salem, Forsyth County",Forsyth County,23.0,black,male,False,warning,False,21-30
2001-11-01,1:48:00,"Winston-Salem, Forsyth County",Forsyth County,21.0,black,male,False,warning,False,21-30
2001-11-10,6:10:00,"Winston-Salem, Forsyth County",Forsyth County,24.0,black,male,False,warning,False,21-30
2001-11-12,0:40:00,"Winston-Salem, Forsyth County",Forsyth County,23.0,black,male,False,warning,False,21-30
2001-11-26,17:15:00,"Winston-Salem, Forsyth County",Forsyth County,43.0,black,female,False,warning,False,41-50
2001-12-09,2:20:00,"Winston-Salem, Forsyth County",Forsyth County,20.0,black,male,False,warning,False,14-20
2001-12-09,2:26:00,"Winston-Salem, Forsyth County",Forsyth County,21.0,black,male,False,warning,False,21-30
2001-12-10,22:54:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,male,False,warning,False,14-20
2001-12-15,17:20:00,"Winston-Salem, Forsyth County",Forsyth County,23.0,black,female,False,warning,False,21-30
2002-01-01,20:15:00,"W-S, Forsyth County",Forsyth County,26.0,black,male,False,citation,False,21-30
2002-01-01,20:15:00,"W-S, Forsyth County",Forsyth County,26.0,black,male,True,citation,False,21-30
2002-01-01,16:43:00,"WS, Forsyth County",Forsyth County,26.0,black,male,False,warning,False,21-30
2002-01-01,16:13:00,"WS, Forsyth County",Forsyth County,26.0,hispanic,male,False,warning,False,21-30
2002-01-01,1:00:00,"WS, Forsyth County",Forsyth County,40.0,black,female,False,citation,False,31-40
2002-01-01,0:09:00,"WS, Forsyth County",Forsyth County,28.0,hispanic,male,True,arrest,True,21-30
2002-01-01,4:28:00,"WS, Forsyth County",Forsyth County,23.0,hispanic,male,True,arrest,True,21-30
2002-01-01,9:45:00,"WS, Forsyth County",Forsyth County,39.0,black,female,False,citation,False,31-40
2002-01-01,11:01:00,"WS, Forsyth County",Forsyth County,39.0,black,male,False,citation,False,31-40
2002-01-01,11:13:00,"WS, Forsyth County",Forsyth County,50.0,black,female,False,warning,False,41-50
2002-01-01,10:08:00,"WS, Forsyth County",Forsyth County,27.0,black,male,False,citation,False,21-30
2002-01-01,10:15:00,"WS, Forsyth County",Forsyth County,21.0,white,male,False,citation,False,21-30
2002-01-01,10:33:00,"WS, Forsyth County",Forsyth County,23.0,white,female,False,warning,False,21-30
2002-01-01,8:50:00,"WS, Forsyth County",Forsyth County,34.0,black,male,False,citation,False,31-40
2002-01-01,11:05:00,"WS, Forsyth County",Forsyth County,48.0,hispanic,male,False,citation,False,41-50
2002-01-01,8:52:00,"WS, Forsyth County",Forsyth County,19.0,black,male,False,citation,False,14-20
2002-01-01,10:03:00,"WS, Forsyth County",Forsyth County,48.0,white,female,False,citation,False,41-50
2002-01-01,11:30:00,"WS, Forsyth County",Forsyth County,40.0,hispanic,female,False,citation,False,31-40
2002-01-01,11:10:00,"WS, Forsyth County",Forsyth County,37.0,white,female,False,citation,False,31-40
2002-01-01,10:30:00,"WS, Forsyth County",Forsyth County,31.0,black,female,False,citation,False,31-40
2002-01-01,10:00:00,"WS, Forsyth County",Forsyth County,18.0,white,female,False,citation,False,14-20
2002-01-01,11:00:00,"WS, Forsyth County",Forsyth County,42.0,black,male,False,citation,False,41-50
2002-01-01,10:30:00,"WS, Forsyth County",Forsyth County,63.0,black,male,False,citation,False,61-70
2002-01-01,4:15:00,"WS, Forsyth County",Forsyth County,27.0,hispanic,male,False,citation,False,21-30
2002-01-01,9:48:00,"WS, Forsyth County",Forsyth County,35.0,white,female,False,citation,False,31-40
2002-01-01,0:43:00,"WS, Forsyth County",Forsyth County,20.0,white,male,False,citation,False,14-20
2002-01-01,0:30:00,"WS, Forsyth County",Forsyth County,60.0,white,female,False,citation,False,51-60
2002-01-01,2:43:00,"WS, Forsyth County",Forsyth County,24.0,hispanic,male,False,citation,False,21-30
2002-01-02,19:11:00,"WS, Forsyth County",Forsyth County,46.0,black,male,False,citation,False,41-50
2002-01-02,5:45:00,"WS, Forsyth County",Forsyth County,36.0,white,male,False,warning,False,31-40
2002-01-02,6:45:00,"WS, Forsyth County",Forsyth County,42.0,white,male,False,warning,False,41-50
2002-01-02,7:00:00,"WS, Forsyth County",Forsyth County,46.0,white,male,False,warning,False,41-50
2002-01-02,7:15:00,"WS, Forsyth County",Forsyth County,46.0,white,male,False,warning,False,41-50
2002-01-02,15:46:00,"WS, Forsyth County",Forsyth County,62.0,white,male,False,citation,False,61-70
2002-01-02,16:17:00,"WS, Forsyth County",Forsyth County,17.0,asian/pacific islander,female,False,citation,False,14-20
2002-01-02,17:25:00,"WS, Forsyth County",Forsyth County,25.0,white,female,False,citation,False,21-30
2002-01-02,20:15:00,"WS, Forsyth County",Forsyth County,30.0,black,male,False,citation,False,21-30
2002-01-02,16:15:00,"WS, Forsyth County",Forsyth County,48.0,black,male,False,citation,False,41-50
2002-01-02,18:07:00,"WS, Forsyth County",Forsyth County,68.0,white,female,False,citation,False,61-70
2002-01-02,16:45:00,"WS, Forsyth County",Forsyth County,67.0,white,male,False,citation,False,61-70
2002-01-02,17:39:00,"WS, Forsyth County",Forsyth County,75.0,white,male,False,citation,False,71-80
2002-01-02,16:00:00,"WS, Forsyth County",Forsyth County,44.0,white,female,False,warning,False,41-50
2002-01-02,18:38:00,"WS, Forsyth County",Forsyth County,29.0,black,male,False,citation,False,21-30
2002-01-02,14:45:00,"WS, Forsyth County",Forsyth County,27.0,white,female,False,citation,False,21-30
2002-01-02,13:47:00,"WS, Forsyth County",Forsyth County,19.0,black,male,False,citation,False,14-20
2002-01-02,12:25:00,"WS, Forsyth County",Forsyth County,23.0,black,male,False,citation,False,21-30
2002-01-02,12:02:00,"WS, Forsyth County",Forsyth County,23.0,white,male,False,warning,False,21-30
2002-01-02,10:26:00,"WS, Forsyth County",Forsyth County,25.0,white,male,False,citation,False,21-30
2002-01-02,9:24:00,"WS, Forsyth County",Forsyth County,30.0,black,male,False,citation,False,21-30
2002-01-02,9:04:00,"WS, Forsyth County",Forsyth County,57.0,black,male,False,warning,False,51-60
2002-01-02,8:47:00,"WS, Forsyth County",Forsyth County,30.0,black,female,False,citation,False,21-30
2002-01-02,8:14:00,"WS, Forsyth County",Forsyth County,21.0,hispanic,male,False,citation,False,21-30
2002-01-02,7:45:00,"WS, Forsyth County",Forsyth County,39.0,white,female,False,citation,False,31-40
2002-01-02,15:00:00,"WS, Forsyth County",Forsyth County,26.0,white,female,False,warning,False,21-30
2002-01-02,19:30:00,"WS, Forsyth County",Forsyth County,49.0,black,male,False,citation,False,41-50
2002-01-02,3:50:00,"WS, Forsyth County",Forsyth County,44.0,white,male,False,citation,False,41-50
2002-01-02,22:47:00,"WS, Forsyth County",Forsyth County,38.0,white,male,False,warning,False,31-40
2002-01-02,2:14:00,"WS, Forsyth County",Forsyth County,23.0,white,male,False,citation,False,21-30
2002-01-02,3:05:00,"WS, Forsyth County",Forsyth County,19.0,white,male,False,citation,False,14-20
2002-01-02,2:40:00,"WS, Forsyth County",Forsyth County,22.0,white,male,False,citation,False,21-30
2002-01-02,1:25:00,"WS, Forsyth County",Forsyth County,21.0,black,male,False,warning,False,21-30
2002-01-02,3:42:00,"WS, Forsyth County",Forsyth County,23.0,white,female,False,citation,False,21-30
2002-01-02,5:10:00,"WS, Forsyth County",Forsyth County,40.0,white,female,False,citation,False,31-40
2002-01-02,5:44:00,"WS, Forsyth County",Forsyth County,38.0,white,female,False,citation,False,31-40
2002-01-02,6:00:00,"WS, Forsyth County",Forsyth County,29.0,hispanic,female,False,citation,False,21-30
2002-01-02,6:30:00,"WS, Forsyth County",Forsyth County,43.0,black,male,False,citation,False,41-50
2002-01-02,5:30:00,"WS, Forsyth County",Forsyth County,43.0,white,male,False,citation,False,41-50
2002-01-02,0:42:00,"WS, Forsyth County",Forsyth County,34.0,black,male,False,citation,False,31-40
2002-01-02,1:35:00,"WS, Forsyth County",Forsyth County,24.0,white,female,False,warning,False,21-30
2002-01-02,0:17:00,"WS, Forsyth County",Forsyth County,17.0,black,male,False,warning,False,14-20
2002-01-02,2:14:00,"WS, Forsyth County",Forsyth County,40.0,black,male,False,warning,False,31-40
2002-01-02,3:47:00,"WS, Forsyth County",Forsyth County,48.0,black,female,False,citation,False,41-50
2002-01-02,5:38:00,"WS, Forsyth County",Forsyth County,40.0,hispanic,male,False,warning,False,31-40
2002-01-02,5:44:00,"WS, Forsyth County",Forsyth County,31.0,hispanic,female,False,citation,False,31-40
2002-01-02,5:55:00,"WS, Forsyth County",Forsyth County,42.0,white,male,False,citation,False,41-50
2002-01-02,6:20:00,"WS, Forsyth County",Forsyth County,38.0,black,female,False,citation,False,31-40
2002-01-02,0:02:00,"WS, Forsyth County",Forsyth County,35.0,white,male,False,warning,False,31-40
2002-01-20,0:44:00,"Winston-Salem, Forsyth County",Forsyth County,22.0,black,male,False,warning,False,21-30
2002-01-17,2:43:00,"Winston-Salem, Forsyth County",Forsyth County,21.0,white,male,False,warning,False,21-30
2002-01-01,0:43:00,"WS, Forsyth County",Forsyth County,38.0,hispanic,male,False,warning,False,31-40
2002-01-02,14:20:00,"WS, Forsyth County",Forsyth County,17.0,black,male,False,citation,False,14-20
2002-01-02,8:20:00,"WS, Forsyth County",Forsyth County,28.0,white,male,False,citation,False,21-30
2002-01-02,14:00:00,"WS, Forsyth County",Forsyth County,39.0,white,female,False,citation,False,31-40
2002-01-02,12:45:00,"WS, Forsyth County",Forsyth County,20.0,hispanic,male,False,citation,False,14-20
2002-01-02,10:30:00,"WS, Forsyth County",Forsyth County,76.0,white,male,False,warning,False,71-80
2002-01-02,11:30:00,"WS, Forsyth County",Forsyth County,76.0,white,female,False,warning,False,71-80
2002-01-02,15:10:00,"WS, Forsyth County",Forsyth County,39.0,black,male,False,citation,False,31-40
2002-01-02,8:50:00,"WS, Forsyth County",Forsyth County,38.0,white,male,False,citation,False,31-40
2002-01-02,9:05:00,"WS, Forsyth County",Forsyth County,51.0,black,male,False,citation,False,51-60
2002-01-02,11:20:00,"WS, Forsyth County",Forsyth County,21.0,black,male,False,warning,False,21-30
2002-01-02,9:00:00,"WS, Forsyth County",Forsyth County,20.0,hispanic,male,False,citation,False,14-20
2002-01-02,12:35:00,"WS, Forsyth County",Forsyth County,20.0,hispanic,male,False,citation,False,14-20
2002-01-02,9:00:00,"WS, Forsyth County",Forsyth County,26.0,white,male,False,citation,False,21-30
2002-01-02,8:10:00,"WS, Forsyth County",Forsyth County,50.0,black,male,False,citation,False,41-50
2002-01-02,7:40:00,"WS, Forsyth County",Forsyth County,35.0,hispanic,male,False,citation,False,31-40
2002-01-02,7:20:00,"WS, Forsyth County",Forsyth County,29.0,white,female,False,citation,False,21-30
2002-01-02,14:35:00,"WS, Forsyth County",Forsyth County,36.0,black,female,False,citation,False,31-40
2002-01-02,9:10:00,"WS, Forsyth County",Forsyth County,32.0,white,female,False,warning,False,31-40
2002-01-02,8:55:00,"WS, Forsyth County",Forsyth County,40.0,white,female,False,citation,False,31-40
2002-01-02,20:40:00,"WS, Forsyth County",Forsyth County,44.0,black,female,False,warning,False,41-50
2002-01-02,7:13:00,"WS, Forsyth County",Forsyth County,52.0,white,male,False,citation,False,51-60
2002-01-03,3:30:00,"WS, Forsyth County",Forsyth County,48.0,white,female,False,citation,False,41-50
2002-01-03,1:15:00,"WS, Forsyth County",Forsyth County,34.0,black,male,False,citation,False,31-40
2002-01-03,3:00:00,"WS, Forsyth County",Forsyth County,37.0,black,male,False,warning,False,31-40
2002-01-03,0:45:00,"WS, Forsyth County",Forsyth County,51.0,white,male,False,warning,False,51-60
2002-01-03,11:45:00,"WS, Forsyth County",Forsyth County,20.0,white,male,False,citation,False,14-20
2002-01-03,9:30:00,"WS, Forsyth County",Forsyth County,47.0,white,male,False,warning,False,41-50
2002-01-03,9:10:00,"WS, Forsyth County",Forsyth County,54.0,white,male,False,citation,False,51-60
2002-01-03,9:20:00,"WS, Forsyth County",Forsyth County,47.0,white,male,False,citation,False,41-50
2002-01-03,14:42:00,"WS, Forsyth County",Forsyth County,47.0,white,male,False,citation,False,41-50
2002-01-03,17:55:00,"WS, Forsyth County",Forsyth County,21.0,hispanic,male,False,warning,False,21-30
2002-01-03,18:10:00,"WS, Forsyth County",Forsyth County,19.0,hispanic,male,False,warning,False,14-20
2002-01-03,19:30:00,"WS, Forsyth County",Forsyth County,46.0,white,male,False,warning,False,41-50
2002-01-03,15:30:00,"WS, Forsyth County",Forsyth County,32.0,black,female,False,citation,False,31-40
2002-01-01,1:31:00,"WS, Forsyth County",Forsyth County,21.0,hispanic,male,False,citation,False,21-30
2002-01-01,2:47:00,"WS, Forsyth County",Forsyth County,21.0,hispanic,female,False,citation,False,21-30
2002-01-01,2:25:00,"WS, Forsyth County",Forsyth County,22.0,hispanic,female,False,warning,False,21-30
2002-01-01,7:30:00,"WS, Forsyth County",Forsyth County,19.0,white,female,False,citation,False,14-20
2002-01-01,1:05:00,"WS, Forsyth County",Forsyth County,22.0,black,female,False,citation,False,21-30
2002-01-01,3:17:00,"WS, Forsyth County",Forsyth County,28.0,hispanic,male,True,arrest,True,21-30
2002-01-01,23:10:00,"WS, Forsyth County",Forsyth County,31.0,white,female,False,citation,False,31-40
2002-01-01,21:43:00,"WS, Forsyth County",Forsyth County,24.0,white,male,False,citation,False,21-30
2002-01-01,23:10:00,"WS, Forsyth County",Forsyth County,26.0,white,male,False,warning,False,21-30
2002-01-01,23:27:00,"WS, Forsyth County",Forsyth County,39.0,black,male,False,warning,False,31-40
2002-01-02,20:35:00,"WS, Forsyth County",Forsyth County,21.0,white,male,False,citation,False,21-30
2002-01-01,23:40:00,"WS, Forsyth County",Forsyth County,21.0,black,female,False,warning,False,21-30
2002-01-01,17:05:00,"WS, Forsyth County",Forsyth County,38.0,white,male,False,citation,False,31-40
2002-01-01,20:25:00,"WS, Forsyth County",Forsyth County,47.0,black,female,False,warning,False,41-50
2002-01-01,17:30:00,"WS, Forsyth County",Forsyth County,34.0,black,male,False,citation,False,31-40
2002-01-01,17:00:00,"WS, Forsyth County",Forsyth County,23.0,black,male,False,citation,False,21-30
2002-01-01,2:50:00,"WS, Forsyth County",Forsyth County,23.0,white,male,False,warning,False,21-30
2002-01-01,23:40:00,"WS, Forsyth County",Forsyth County,24.0,asian/pacific islander,male,False,citation,False,21-30
2002-01-01,23:25:00,"WS, Forsyth County",Forsyth County,27.0,black,male,False,citation,False,21-30
2002-01-01,16:08:00,"WS, Forsyth County",Forsyth County,59.0,black,male,False,warning,False,51-60
2002-01-01,13:57:00,"WS, Forsyth County",Forsyth County,21.0,black,male,False,citation,False,21-30
2002-01-01,19:58:00,"WS, Forsyth County",Forsyth County,33.0,black,female,False,warning,False,31-40
2002-01-01,17:28:00,"WS, Forsyth County",Forsyth County,27.0,hispanic,male,False,warning,False,21-30
2002-01-01,20:43:00,"WS, Forsyth County",Forsyth County,27.0,black,male,False,warning,False,21-30
2002-01-01,21:05:00,"WS, Forsyth County",Forsyth County,26.0,white,male,False,citation,False,21-30
2002-01-01,17:40:00,"WS, Forsyth County",Forsyth County,43.0,black,male,False,citation,False,41-50
2002-01-01,20:04:00,"WS, Forsyth County",Forsyth County,31.0,white,female,False,citation,False,31-40
2002-01-01,20:04:00,"WS, Forsyth County",Forsyth County,31.0,white,female,False,citation,False,31-40
2002-01-01,20:20:00,"WS, Forsyth County",Forsyth County,26.0,black,male,False,warning,False,21-30
2002-01-01,10:20:00,"WS, Forsyth County",Forsyth County,17.0,white,male,False,citation,False,14-20
2002-01-01,10:00:00,"WS, Forsyth County",Forsyth County,35.0,hispanic,male,False,citation,False,31-40
2002-01-01,7:05:00,"WS, Forsyth County",Forsyth County,42.0,white,female,False,warning,False,41-50
2002-01-01,7:20:00,"WS, Forsyth County",Forsyth County,27.0,white,female,False,warning,False,21-30
2002-01-01,7:50:00,"WS, Forsyth County",Forsyth County,48.0,white,female,False,warning,False,41-50
2002-01-01,8:00:00,"WS, Forsyth County",Forsyth County,49.0,white,male,False,citation,False,41-50
