date,time,location,location.1,driver_age,driver_race,driver_gender,search_conducted,stop_outcome,is_arrested,age_group
2002-08-27,21:36:00,"Winston-Salem, Forsyth County",Forsyth County,19.0,black,male,False,warning,False,14-20
2002-08-27,20:09:00,"Winston-Salem, Forsyth County",Forsyth County,22.0,black,male,False,warning,False,21-30
2002-08-27,21:00:00,"Winston-Salem, Forsyth County",Forsyth County,21.0,black,male,False,citation,False,21-30
2002-06-03,0:01:37,", Forsyth County",Forsyth County,46.0,white,male,False,warning,False,41-50
2002-06-03,8:49:32,", Forsyth County",Forsyth County,24.0,white,female,False,warning,False,21-30
2002-06-07,3:00:00,", Forsyth County",Forsyth County,28.0,black,female,False,citation,False,21-30
2002-07-01,14:55:00,", Forsyth County",Forsyth County,22.0,white,male,False,arrest,True,21-30
2002-07-15,16:08:00,", Forsyth County",Forsyth County,43.0,black,male,False,citation,False,41-50
2002-07-18,0:10:00,", Forsyth County",Forsyth County,22.0,asian/pacific islander,male,False,citation,False,21-30
2002-07-18,0:23:00,", Forsyth County",Forsyth County,32.0,black,male,False,citation,False,31-40
2002-07-18,0:35:00,", Forsyth County",Forsyth County,23.0,black,male,False,citation,False,21-30
2002-07-18,1:30:00,", Forsyth County",Forsyth County,24.0,white,male,False,citation,False,21-30
2002-07-18,2:00:00,", Forsyth County",Forsyth County,41.0,white,female,False,citation,False,41-50
2002-07-18,2:10:00,", Forsyth County",Forsyth County,24.0,black,male,False,warning,False,21-30
2002-07-18,2:33:00,", Forsyth County",Forsyth County,16.0,black,female,False,citation,False,14-20
2002-07-18,3:37:00,", Forsyth County",Forsyth County,25.0,white,female,False,citation,False,21-30
2002-07-18,3:50:00,", Forsyth County",Forsyth County,52.0,black,male,False,citation,False,51-60
2002-07-18,4:27:00,", Forsyth County",Forsyth County,42.0,white,male,False,warning,False,41-50
2002-07-18,5:30:00,", Forsyth County",Forsyth County,47.0,white,male,False,citation,False,41-50
2002-07-18,5:45:00,", Forsyth County",Forsyth County,22.0,white,male,False,warning,False,21-30
2002-07-18,5:45:00,", Forsyth County",Forsyth County,50.0,hispanic,male,False,citation,False,41-50
2002-07-18,6:00:00,", Forsyth County",Forsyth County,27.0,white,female,False,citation,False,21-30
2002-07-18,6:20:00,", Forsyth County",Forsyth County,18.0,white,male,False,citation,False,14-20
2002-07-18,6:25:00,", Forsyth County",Forsyth County,25.0,hispanic,male,False,citation,False,21-30
2002-07-18,6:40:00,", Forsyth County",Forsyth County,47.0,white,male,False,warning,False,41-50
2002-07-18,6:45:00,", Forsyth County",Forsyth County,30.0,black,female,False,citation,False,21-30
2002-07-18,6:56:00,", Forsyth County",Forsyth County,28.0,white,male,False,warning,False,21-30
2002-07-18,7:00:00,", Forsyth County",Forsyth County,42.0,black,female,False,citation,False,41-50
2002-07-18,7:15:00,", Forsyth County",Forsyth County,21.0,hispanic,male,False,citation,False,21-30
2002-07-18,7:30:00,", Forsyth County",Forsyth County,36.0,hispanic,female,False,citation,False,31-40
2002-07-18,7:46:00,", Forsyth County",Forsyth County,26.0,black,male,False,warning,False,21-30
2002-07-18,8:00:00,", Forsyth County",Forsyth County,26.0,black,female,False,warning,False,21-30
2002-07-18,8:00:00,", Forsyth County",Forsyth County,30.0,black,female,False,warning,False,21-30
2002-07-18,8:30:00,", Forsyth County",Forsyth County,28.0,hispanic,male,False,citation,False,21-30
2002-07-18,8:38:00,", Forsyth County",Forsyth County,41.0,black,female,False,citation,False,41-50
2002-07-18,8:47:00,", Forsyth County",Forsyth County,46.0,black,female,False,citation,False,41-50
2002-07-18,9:05:00,", Forsyth County",Forsyth County,63.0,white,male,False,citation,False,61-70
2002-07-18,9:15:00,", Forsyth County",Forsyth County,55.0,white,female,False,citation,False,51-60
2002-07-18,9:54:00,", Forsyth County",Forsyth County,58.0,white,male,False,citation,False,51-60
2002-07-18,10:40:00,", Forsyth County",Forsyth County,70.0,white,female,False,warning,False,61-70
2002-07-18,10:45:00,", Forsyth County",Forsyth County,56.0,black,female,False,warning,False,51-60
2002-07-18,11:19:00,", Forsyth County",Forsyth County,43.0,white,male,False,citation,False,41-50
2002-07-18,12:09:00,", Forsyth County",Forsyth County,19.0,white,female,False,citation,False,14-20
2002-07-18,12:15:00,", Forsyth County",Forsyth County,52.0,white,male,False,citation,False,51-60
2002-07-18,12:20:00,", Forsyth County",Forsyth County,18.0,white,male,False,citation,False,14-20
2002-07-18,12:25:00,", Forsyth County",Forsyth County,21.0,black,female,False,warning,False,21-30
2002-07-18,12:26:00,", Forsyth County",Forsyth County,17.0,white,male,False,citation,False,14-20
2002-07-18,12:38:00,", Forsyth County",Forsyth County,28.0,white,male,False,citation,False,21-30
2002-07-18,12:39:00,", Forsyth County",Forsyth County,44.0,white,female,False,citation,False,41-50
2002-07-18,12:45:00,", Forsyth County",Forsyth County,32.0,black,female,False,citation,False,31-40
2002-07-18,12:47:00,", Forsyth County",Forsyth County,40.0,black,female,False,citation,False,31-40
2002-07-18,12:48:00,", Forsyth County",Forsyth County,55.0,white,female,False,citation,False,51-60
2002-07-18,12:52:00,", Forsyth County",Forsyth County,21.0,white,female,False,citation,False,21-30
2002-07-18,12:52:00,", Forsyth County",Forsyth County,21.0,black,female,False,warning,False,21-30
2002-07-18,13:03:00,", Forsyth County",Forsyth County,46.0,white,female,False,citation,False,41-50
2002-07-18,13:05:00,", Forsyth County",Forsyth County,33.0,black,male,False,citation,False,31-40
2002-07-18,13:05:00,", Forsyth County",Forsyth County,40.0,white,male,False,citation,False,31-40
2002-07-18,13:07:00,", Forsyth County",Forsyth County,60.0,white,male,False,warning,False,51-60
2002-07-18,13:14:00,", Forsyth County",Forsyth County,73.0,white,male,False,citation,False,71-80
2002-07-18,13:15:00,", Forsyth County",Forsyth County,34.0,black,female,False,citation,False,31-40
2002-07-18,13:25:00,", Forsyth County",Forsyth County,46.0,white,female,False,citation,False,41-50
2002-07-18,13:30:00,", Forsyth County",Forsyth County,58.0,white,male,False,citation,False,51-60
2002-07-18,13:30:00,", Forsyth County",Forsyth County,21.0,white,female,False,citation,False,21-30
2002-07-18,13:30:00,", Forsyth County",Forsyth County,51.0,white,male,False,citation,False,51-60
2002-07-18,13:30:00,", Forsyth County",Forsyth County,30.0,white,male,False,warning,False,21-30
2002-07-18,13:31:00,", Forsyth County",Forsyth County,37.0,white,female,False,citation,False,31-40
2002-07-18,13:35:00,", Forsyth County",Forsyth County,25.0,black,male,False,warning,False,21-30
2002-07-18,13:40:00,", Forsyth County",Forsyth County,42.0,white,female,False,citation,False,41-50
2002-07-18,13:43:00,", Forsyth County",Forsyth County,36.0,black,female,False,citation,False,31-40
2002-07-18,13:50:00,", Forsyth County",Forsyth County,40.0,white,female,False,citation,False,31-40
2002-07-18,14:00:00,", Forsyth County",Forsyth County,17.0,black,male,False,citation,False,14-20
2002-07-18,14:10:00,", Forsyth County",Forsyth County,27.0,black,male,False,citation,False,21-30
2002-07-18,14:18:00,", Forsyth County",Forsyth County,45.0,white,female,False,citation,False,41-50
2002-07-18,14:20:00,", Forsyth County",Forsyth County,31.0,black,male,False,citation,False,31-40
2002-07-18,14:20:00,", Forsyth County",Forsyth County,31.0,black,male,False,citation,False,31-40
2002-07-18,14:20:00,", Forsyth County",Forsyth County,19.0,white,female,False,citation,False,14-20
2002-07-18,14:21:00,", Forsyth County",Forsyth County,37.0,unknown,male,False,warning,False,31-40
2002-07-18,14:25:00,", Forsyth County",Forsyth County,40.0,unknown,male,False,warning,False,31-40
2002-07-18,14:39:00,", Forsyth County",Forsyth County,41.0,white,male,False,citation,False,41-50
2002-07-18,14:42:00,", Forsyth County",Forsyth County,25.0,black,female,False,warning,False,21-30
2002-07-18,14:45:00,", Forsyth County",Forsyth County,21.0,black,female,False,citation,False,21-30
2002-07-18,14:50:00,", Forsyth County",Forsyth County,36.0,white,female,False,warning,False,31-40
2002-07-18,14:54:00,", Forsyth County",Forsyth County,49.0,white,female,False,citation,False,41-50
2002-07-18,15:00:00,", Forsyth County",Forsyth County,34.0,white,female,False,citation,False,31-40
2002-07-18,15:00:00,", Forsyth County",Forsyth County,62.0,white,female,False,warning,False,61-70
2002-07-18,15:02:00,", Forsyth County",Forsyth County,53.0,white,female,False,citation,False,51-60
2002-07-18,15:09:00,", Forsyth County",Forsyth County,42.0,white,male,False,citation,False,41-50
2002-07-18,15:15:00,", Forsyth County",Forsyth County,72.0,white,male,False,citation,False,71-80
2002-07-18,15:16:00,", Forsyth County",Forsyth County,47.0,white,female,False,citation,False,41-50
2002-07-18,15:29:00,", Forsyth County",Forsyth County,43.0,white,male,False,citation,False,41-50
2002-07-18,15:30:00,", Forsyth County",Forsyth County,20.0,black,male,False,citation,False,14-20
2002-07-18,15:35:00,", Forsyth County",Forsyth County,17.0,white,male,False,citation,False,14-20
2002-07-18,15:38:00,", Forsyth County",Forsyth County,76.0,white,male,False,citation,False,71-80
2002-07-18,15:49:00,", Forsyth County",Forsyth County,54.0,white,female,False,citation,False,51-60
2002-07-18,15:50:00,", Forsyth County",Forsyth County,29.0,white,male,False,citation,False,21-30
2002-07-18,15:53:00,", Forsyth County",Forsyth County,54.0,white,male,False,citation,False,51-60
2002-07-18,15:54:00,", Forsyth County",Forsyth County,43.0,black,female,False,citation,False,41-50
2002-07-18,15:55:00,", Forsyth County",Forsyth County,45.0,white,male,False,citation,False,41-50
2002-07-18,16:04:00,", Forsyth County",Forsyth County,33.0,black,female,False,citation,False,31-40
2002-07-18,16:04:00,", Forsyth County",Forsyth County,22.0,black,female,False,citation,False,21-30
2002-07-18,16:09:00,", Forsyth County",Forsyth County,19.0,white,female,False,citation,False,14-20
2002-07-18,16:10:00,", Forsyth County",Forsyth County,44.0,white,female,False,citation,False,41-50
2002-07-18,16:10:00,", Forsyth County",Forsyth County,35.0,white,female,False,citation,False,31-40
2002-07-18,16:15:00,", Forsyth County",Forsyth County,18.0,white,male,False,citation,False,14-20
2002-07-18,16:30:00,", Forsyth County",Forsyth County,21.0,black,male,False,citation,False,21-30
2002-07-18,16:32:00,", Forsyth County",Forsyth County,41.0,white,male,False,citation,False,41-50
2002-07-18,16:35:00,", Forsyth County",Forsyth County,55.0,white,female,False,citation,False,51-60
2002-07-18,16:45:00,", Forsyth County",Forsyth County,18.0,black,female,False,citation,False,14-20
2002-07-18,17:15:00,", Forsyth County",Forsyth County,20.0,white,male,False,citation,False,14-20
2002-07-18,17:40:00,", Forsyth County",Forsyth County,29.0,white,male,False,citation,False,21-30
2002-07-18,18:00:00,", Forsyth County",Forsyth County,34.0,black,female,False,warning,False,31-40
2002-07-18,18:00:00,", Forsyth County",Forsyth County,22.0,hispanic,male,False,citation,False,21-30
2002-07-18,18:15:00,", Forsyth County",Forsyth County,32.0,black,female,False,citation,False,31-40
2002-07-18,18:25:00,", Forsyth County",Forsyth County,31.0,black,male,False,citation,False,31-40
2002-07-18,18:43:00,", Forsyth County",Forsyth County,24.0,black,male,False,citation,False,21-30
2002-07-18,19:00:00,", Forsyth County",Forsyth County,44.0,black,male,False,warning,False,41-50
2002-07-18,19:05:00,", Forsyth County",Forsyth County,27.0,black,female,False,citation,False,21-30
2002-07-18,19:15:00,", Forsyth County",Forsyth County,42.0,black,female,False,citation,False,41-50
2002-07-18,19:24:00,", Forsyth County",Forsyth County,33.0,black,female,False,warning,False,31-40
2002-07-18,19:25:00,", Forsyth County",Forsyth County,37.0,white,female,False,citation,False,31-40
2002-07-18,19:47:00,", Forsyth County",Forsyth County,32.0,black,male,False,citation,False,31-40
2002-07-18,19:50:00,", Forsyth County",Forsyth County,34.0,black,male,False,citation,False,31-40
2002-07-18,19:55:00,", Forsyth County",Forsyth County,27.0,white,male,False,citation,False,21-30
2002-07-18,19:59:00,", Forsyth County",Forsyth County,33.0,unknown,male,False,warning,False,31-40
2002-07-18,20:10:00,", Forsyth County",Forsyth County,19.0,white,female,False,citation,False,14-20
2002-07-18,20:15:00,", Forsyth County",Forsyth County,28.0,white,male,False,citation,False,21-30
2002-07-18,20:17:00,", Forsyth County",Forsyth County,34.0,white,male,False,citation,False,31-40
2002-07-18,20:25:00,", Forsyth County",Forsyth County,29.0,white,male,False,citation,False,21-30
2002-07-18,20:35:00,", Forsyth County",Forsyth County,35.0,black,male,False,citation,False,31-40
2002-07-18,20:40:00,", Forsyth County",Forsyth County,31.0,white,female,False,citation,False,31-40
2002-07-18,20:45:00,", Forsyth County",Forsyth County,42.0,white,female,False,citation,False,41-50
2002-07-18,20:48:00,", Forsyth County",Forsyth County,50.0,white,female,False,citation,False,41-50
2002-07-18,20:50:00,", Forsyth County",Forsyth County,25.0,black,male,False,citation,False,21-30
2002-07-18,20:55:00,", Forsyth County",Forsyth County,42.0,black,female,False,warning,False,41-50
2002-07-18,21:00:00,", Forsyth County",Forsyth County,26.0,hispanic,male,False,citation,False,21-30
2002-07-18,21:00:00,", Forsyth County",Forsyth County,17.0,black,female,False,citation,False,14-20
2002-07-18,21:03:00,", Forsyth County",Forsyth County,16.0,black,male,False,citation,False,14-20
2002-07-18,21:05:00,", Forsyth County",Forsyth County,47.0,white,male,False,citation,False,41-50
2002-07-18,21:08:00,", Forsyth County",Forsyth County,52.0,black,male,False,citation,False,51-60
2002-07-18,21:08:00,", Forsyth County",Forsyth County,54.0,black,male,False,warning,False,51-60
2002-07-18,21:27:00,", Forsyth County",Forsyth County,30.0,white,female,False,citation,False,21-30
2002-07-18,21:30:00,", Forsyth County",Forsyth County,21.0,hispanic,male,False,citation,False,21-30
2002-07-18,21:48:00,", Forsyth County",Forsyth County,56.0,black,male,False,warning,False,51-60
2002-07-18,21:50:00,", Forsyth County",Forsyth County,26.0,black,female,False,warning,False,21-30
2002-07-18,21:55:00,", Forsyth County",Forsyth County,20.0,white,female,False,warning,False,14-20
2002-07-18,21:56:00,", Forsyth County",Forsyth County,50.0,white,male,False,citation,False,41-50
2002-07-18,21:57:00,", Forsyth County",Forsyth County,23.0,white,male,False,warning,False,21-30
2002-07-18,22:00:00,", Forsyth County",Forsyth County,22.0,hispanic,male,False,citation,False,21-30
2002-07-18,22:10:00,", Forsyth County",Forsyth County,44.0,black,male,False,warning,False,41-50
2002-07-18,22:10:00,", Forsyth County",Forsyth County,59.0,black,male,False,citation,False,51-60
2002-07-18,22:17:00,", Forsyth County",Forsyth County,21.0,white,male,False,citation,False,21-30
2002-07-18,22:18:00,", Forsyth County",Forsyth County,18.0,white,male,False,citation,False,14-20
2002-07-18,22:25:00,", Forsyth County",Forsyth County,52.0,black,female,False,warning,False,51-60
2002-07-18,22:36:00,", Forsyth County",Forsyth County,29.0,white,male,False,warning,False,21-30
2002-07-18,22:40:00,", Forsyth County",Forsyth County,51.0,black,male,False,citation,False,51-60
2002-07-18,22:42:00,", Forsyth County",Forsyth County,32.0,black,male,False,citation,False,31-40
2002-07-18,22:45:00,", Forsyth County",Forsyth County,19.0,white,male,False,warning,False,14-20
2002-07-18,22:47:00,", Forsyth County",Forsyth County,35.0,hispanic,male,False,citation,False,31-40
2002-07-18,22:50:00,", Forsyth County",Forsyth County,32.0,hispanic,male,False,citation,False,31-40
2002-07-18,22:50:00,", Forsyth County",Forsyth County,22.0,white,male,False,citation,False,21-30
2002-07-18,22:50:00,", Forsyth County",Forsyth County,52.0,black,female,False,citation,False,51-60
2002-07-18,23:00:00,", Forsyth County",Forsyth County,36.0,black,female,False,warning,False,31-40
2002-07-18,23:10:00,", Forsyth County",Forsyth County,45.0,white,male,False,citation,False,41-50
2002-07-18,23:14:00,", Forsyth County",Forsyth County,24.0,hispanic,male,False,warning,False,21-30
2002-07-18,23:20:00,", Forsyth County",Forsyth County,46.0,white,male,False,citation,False,41-50
2002-07-18,23:25:00,", Forsyth County",Forsyth County,40.0,white,male,False,warning,False,31-40
2002-07-18,23:40:00,", Forsyth County",Forsyth County,55.0,white,female,False,warning,False,51-60
2002-07-18,23:45:00,", Forsyth County",Forsyth County,34.0,black,male,False,warning,False,31-40
2002-07-18,23:45:00,", Forsyth County",Forsyth County,46.0,black,male,False,citation,False,41-50
2002-07-20,8:30:00,", Forsyth County",Forsyth County,61.0,black,female,False,citation,False,61-70
2002-07-20,8:37:00,", Forsyth County",Forsyth County,21.0,hispanic,male,False,citation,False,21-30
2002-07-20,8:54:00,", Forsyth County",Forsyth County,74.0,white,female,False,citation,False,71-80
2002-07-20,9:00:00,", Forsyth County",Forsyth County,17.0,black,female,False,citation,False,14-20
2002-07-20,9:00:00,", Forsyth County",Forsyth County,30.0,white,female,False,citation,False,21-30
2002-07-20,9:00:00,", Forsyth County",Forsyth County,33.0,hispanic,male,False,citation,False,31-40
2002-07-20,9:10:00,", Forsyth County",Forsyth County,38.0,black,female,False,citation,False,31-40
2002-07-20,9:15:00,", Forsyth County",Forsyth County,40.0,hispanic,male,False,citation,False,31-40
2002-07-20,9:24:00,", Forsyth County",Forsyth County,25.0,white,female,False,citation,False,21-30
2002-07-20,9:33:00,", Forsyth County",Forsyth County,19.0,hispanic,male,False,citation,False,14-20
2002-07-20,9:45:00,", Forsyth County",Forsyth County,23.0,black,male,False,citation,False,21-30
2002-07-20,9:50:00,", Forsyth County",Forsyth County,39.0,white,female,False,warning,False,31-40
2002-07-20,9:52:00,", Forsyth County",Forsyth County,24.0,black,male,False,citation,False,21-30
2002-07-20,10:07:00,", Forsyth County",Forsyth County,26.0,white,female,False,citation,False,21-30
2002-07-20,10:33:00,", Forsyth County",Forsyth County,16.0,white,male,False,citation,False,14-20
2002-07-20,10:35:00,", Forsyth County",Forsyth County,37.0,white,male,False,warning,False,31-40
2002-07-20,10:45:00,", Forsyth County",Forsyth County,31.0,black,male,False,citation,False,31-40
2002-07-20,10:59:00,", Forsyth County",Forsyth County,71.0,white,male,False,citation,False,71-80
2002-07-20,11:15:00,", Forsyth County",Forsyth County,29.0,hispanic,male,False,citation,False,21-30
2002-07-20,11:19:00,", Forsyth County",Forsyth County,17.0,white,female,False,citation,False,14-20
2002-07-20,11:30:00,", Forsyth County",Forsyth County,58.0,white,male,False,warning,False,51-60
2002-07-20,11:40:00,", Forsyth County",Forsyth County,35.0,black,male,False,citation,False,31-40
2002-07-20,12:15:00,", Forsyth County",Forsyth County,28.0,hispanic,female,False,citation,False,21-30
2002-07-20,12:45:00,", Forsyth County",Forsyth County,35.0,black,male,False,citation,False,31-40
2002-07-20,13:10:00,", Forsyth County",Forsyth County,31.0,black,male,False,warning,False,31-40
2002-07-20,13:21:00,", Forsyth County",Forsyth County,51.0,hispanic,male,False,citation,False,51-60
2002-07-20,13:33:00,", Forsyth County",Forsyth County,30.0,black,female,False,warning,False,21-30
2002-07-20,14:09:00,", Forsyth County",Forsyth County,50.0,black,male,False,warning,False,41-50
2002-07-20,14:30:00,", Forsyth County",Forsyth County,35.0,white,male,False,warning,False,31-40
2002-07-20,15:07:00,", Forsyth County",Forsyth County,40.0,white,male,False,citation,False,31-40
2002-07-21,0:00:45,", Forsyth County",Forsyth County,72.0,black,male,False,citation,False,71-80
2002-07-21,0:00:57,", Forsyth County",Forsyth County,21.0,black,female,False,citation,False,21-30
2002-07-21,0:01:25,", Forsyth County",Forsyth County,21.0,black,male,False,citation,False,21-30
2002-07-21,0:02:45,", Forsyth County",Forsyth County,24.0,hispanic,male,False,citation,False,21-30
2002-07-21,0:04:00,", Forsyth County",Forsyth County,29.0,black,female,False,citation,False,21-30
2002-07-21,0:05:30,", Forsyth County",Forsyth County,36.0,black,male,False,citation,False,31-40
2002-07-21,0:07:30,", Forsyth County",Forsyth County,50.0,white,male,False,warning,False,41-50
2002-07-21,0:07:40,", Forsyth County",Forsyth County,49.0,white,male,False,citation,False,41-50
2002-07-21,0:07:40,", Forsyth County",Forsyth County,44.0,black,male,False,citation,False,41-50
2002-07-21,0:08:08,", Forsyth County",Forsyth County,25.0,hispanic,female,False,citation,False,21-30
2002-07-21,0:08:14,", Forsyth County",Forsyth County,30.0,hispanic,female,False,citation,False,21-30
2002-07-21,0:08:30,", Forsyth County",Forsyth County,30.0,black,female,False,warning,False,21-30
2002-07-21,0:09:20,", Forsyth County",Forsyth County,26.0,hispanic,male,False,citation,False,21-30
2002-07-21,0:09:35,", Forsyth County",Forsyth County,57.0,white,male,False,citation,False,51-60
2002-07-21,0:09:36,", Forsyth County",Forsyth County,55.0,black,male,False,warning,False,51-60
2002-07-21,0:09:45,", Forsyth County",Forsyth County,30.0,hispanic,female,False,citation,False,21-30
2002-07-21,0:10:10,", Forsyth County",Forsyth County,26.0,hispanic,male,False,citation,False,21-30
2002-07-21,0:10:30,", Forsyth County",Forsyth County,31.0,hispanic,male,False,citation,False,31-40
2002-07-21,0:10:47,", Forsyth County",Forsyth County,20.0,black,female,False,citation,False,14-20
2002-07-21,0:11:15,", Forsyth County",Forsyth County,28.0,hispanic,male,False,citation,False,21-30
2002-07-21,0:11:45,", Forsyth County",Forsyth County,31.0,white,male,False,warning,False,31-40
2002-07-21,0:11:49,", Forsyth County",Forsyth County,23.0,black,female,False,citation,False,21-30
2002-07-21,0:11:55,", Forsyth County",Forsyth County,38.0,black,female,False,citation,False,31-40
2002-07-21,0:12:00,", Forsyth County",Forsyth County,35.0,hispanic,male,False,warning,False,31-40
2002-07-21,0:12:10,", Forsyth County",Forsyth County,19.0,black,male,False,warning,False,14-20
2002-07-21,0:12:30,", Forsyth County",Forsyth County,50.0,black,male,False,citation,False,41-50
2002-07-21,0:12:40,", Forsyth County",Forsyth County,38.0,white,male,False,citation,False,31-40
2002-07-21,0:12:40,", Forsyth County",Forsyth County,27.0,black,male,False,warning,False,21-30
2002-07-21,0:12:45,", Forsyth County",Forsyth County,22.0,black,male,False,warning,False,21-30
2002-07-21,0:13:30,", Forsyth County",Forsyth County,45.0,black,female,False,warning,False,41-50
2002-07-21,0:13:40,", Forsyth County",Forsyth County,42.0,black,male,False,citation,False,41-50
2002-07-21,0:14:18,", Forsyth County",Forsyth County,41.0,white,female,False,citation,False,41-50
2002-07-21,0:14:30,", Forsyth County",Forsyth County,34.0,black,male,False,warning,False,31-40
2002-07-21,0:14:40,", Forsyth County",Forsyth County,19.0,white,male,False,citation,False,14-20
2002-07-21,0:15:00,", Forsyth County",Forsyth County,23.0,white,male,False,warning,False,21-30
2002-07-21,0:16:00,", Forsyth County",Forsyth County,17.0,black,male,False,warning,False,14-20
2002-07-21,0:16:14,", Forsyth County",Forsyth County,21.0,hispanic,male,False,citation,False,21-30
2002-07-21,0:16:20,", Forsyth County",Forsyth County,33.0,hispanic,female,False,warning,False,31-40
2002-07-21,0:16:27,", Forsyth County",Forsyth County,27.0,hispanic,male,False,citation,False,21-30
2002-07-21,0:16:50,", Forsyth County",Forsyth County,38.0,white,female,False,citation,False,31-40
2002-07-21,0:16:50,", Forsyth County",Forsyth County,26.0,hispanic,male,False,citation,False,21-30
2002-07-21,0:17:10,", Forsyth County",Forsyth County,39.0,black,female,False,citation,False,31-40
2002-07-21,0:17:16,", Forsyth County",Forsyth County,25.0,white,female,False,warning,False,21-30
2002-07-21,0:18:21,", Forsyth County",Forsyth County,19.0,black,male,False,warning,False,14-20
2002-07-21,0:18:33,", Forsyth County",Forsyth County,33.0,hispanic,male,False,warning,False,31-40
2002-07-21,0:18:40,", Forsyth County",Forsyth County,22.0,black,female,False,citation,False,21-30
2002-07-21,0:19:06,", Forsyth County",Forsyth County,40.0,hispanic,male,False,warning,False,31-40
2002-07-21,0:19:21,", Forsyth County",Forsyth County,21.0,hispanic,male,False,citation,False,21-30
2002-07-21,0:20:30,", Forsyth County",Forsyth County,28.0,hispanic,female,False,citation,False,21-30
2002-07-21,0:20:30,", Forsyth County",Forsyth County,17.0,white,male,False,warning,False,14-20
2002-07-21,0:20:50,", Forsyth County",Forsyth County,17.0,white,male,False,warning,False,14-20
2002-07-21,0:21:00,", Forsyth County",Forsyth County,16.0,black,male,False,citation,False,14-20
2002-07-21,0:21:00,", Forsyth County",Forsyth County,19.0,black,male,False,warning,False,14-20
2002-07-21,0:21:06,", Forsyth County",Forsyth County,19.0,black,male,False,citation,False,14-20
2002-07-21,0:21:25,", Forsyth County",Forsyth County,58.0,black,male,False,warning,False,51-60
2002-07-21,0:21:45,", Forsyth County",Forsyth County,31.0,black,male,False,warning,False,31-40
2002-07-21,0:21:50,", Forsyth County",Forsyth County,54.0,white,male,False,citation,False,51-60
2002-07-21,0:22:10,", Forsyth County",Forsyth County,20.0,white,female,False,warning,False,14-20
2002-07-21,0:22:17,", Forsyth County",Forsyth County,51.0,white,male,False,citation,False,51-60
2002-07-21,0:22:30,", Forsyth County",Forsyth County,24.0,hispanic,male,False,warning,False,21-30
2002-07-21,0:22:35,", Forsyth County",Forsyth County,32.0,black,male,False,citation,False,31-40
2002-07-21,0:22:40,", Forsyth County",Forsyth County,21.0,black,male,False,citation,False,21-30
2002-07-21,0:22:50,", Forsyth County",Forsyth County,25.0,white,male,False,citation,False,21-30
2002-07-21,0:23:00,", Forsyth County",Forsyth County,22.0,white,male,False,citation,False,21-30
2002-07-21,0:23:15,", Forsyth County",Forsyth County,32.0,black,female,False,warning,False,31-40
2002-07-21,0:23:20,", Forsyth County",Forsyth County,30.0,black,female,False,citation,False,21-30
2002-07-21,0:23:30,", Forsyth County",Forsyth County,31.0,black,female,False,citation,False,31-40
2002-07-21,0:23:32,", Forsyth County",Forsyth County,54.0,white,male,False,warning,False,51-60
2002-07-21,0:23:40,", Forsyth County",Forsyth County,20.0,black,male,False,citation,False,14-20
2002-07-21,0:23:45,", Forsyth County",Forsyth County,38.0,white,male,False,citation,False,31-40
2002-07-21,0:23:45,", Forsyth County",Forsyth County,49.0,black,male,False,citation,False,41-50
2002-07-21,0:23:50,", Forsyth County",Forsyth County,19.0,hispanic,male,False,citation,False,14-20
2002-07-21,0:28:20,", Forsyth County",Forsyth County,34.0,hispanic,male,False,citation,False,31-40
2002-07-21,1:45:00,", Forsyth County",Forsyth County,41.0,white,male,False,citation,False,41-50
2002-07-21,3:00:00,", Forsyth County",Forsyth County,41.0,black,male,False,citation,False,41-50
2002-07-21,10:35:03,", Forsyth County",Forsyth County,19.0,black,female,False,citation,False,14-20
2002-07-21,13:00:00,", Forsyth County",Forsyth County,27.0,hispanic,male,False,warning,False,21-30
2002-07-21,14:19:00,", Forsyth County",Forsyth County,57.0,white,female,False,warning,False,51-60
2002-07-21,14:30:00,", Forsyth County",Forsyth County,21.0,hispanic,male,False,citation,False,21-30
2002-07-21,15:20:00,", Forsyth County",Forsyth County,31.0,black,male,False,citation,False,31-40
2002-07-21,15:30:00,", Forsyth County",Forsyth County,61.0,white,male,False,citation,False,61-70
2002-07-21,15:35:00,", Forsyth County",Forsyth County,45.0,black,female,False,citation,False,41-50
2002-07-21,15:35:00,", Forsyth County",Forsyth County,33.0,white,female,False,citation,False,31-40
2002-07-21,15:38:00,", Forsyth County",Forsyth County,26.0,hispanic,male,False,citation,False,21-30
2002-07-21,15:39:00,", Forsyth County",Forsyth County,22.0,black,male,False,warning,False,21-30
2002-07-21,15:50:00,", Forsyth County",Forsyth County,29.0,black,male,False,citation,False,21-30
2002-07-21,15:50:00,", Forsyth County",Forsyth County,21.0,hispanic,male,False,warning,False,21-30
2002-07-21,15:56:00,", Forsyth County",Forsyth County,38.0,black,female,False,citation,False,31-40
2002-07-21,16:15:00,", Forsyth County",Forsyth County,28.0,black,male,False,warning,False,21-30
2002-07-21,16:20:00,", Forsyth County",Forsyth County,72.0,white,female,False,warning,False,71-80
2002-07-21,16:24:00,", Forsyth County",Forsyth County,35.0,white,female,False,citation,False,31-40
2002-07-21,16:25:00,", Forsyth County",Forsyth County,38.0,black,male,False,citation,False,31-40
2002-07-21,16:45:00,", Forsyth County",Forsyth County,25.0,white,male,False,citation,False,21-30
2002-07-21,16:56:00,", Forsyth County",Forsyth County,47.0,black,male,False,citation,False,41-50
